ID,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
7164,Egypt,Humanities,Philosophy,High,"يقول ""سيجموند فرويد"" : ""الانسان الاول الذي فضل قذف خصمه بكلمة بدل حجر هو المؤسس الاول للحضارة"". يشير القول السابق إلي أحد مهارات التفكير الفلسفي وهي...",,A,الحوار,الشك,التحليل,التركيب,,0
7165,Egypt,Humanities,Philosophy,High,"يقول ""فولتير"" :  أتفق معك فيما تقوله, لكني سأكافح حتي النهاية من أجل أن تقوله"". يعكس القول السابق أحد مهارات التفكير الفلسفي وهي...",,B,الشك و الريبة .,تقبل الرأي األخر,تقبل نقد األخرين .,النقد الضعيف .,,0
7167,Egypt,Humanities,Philosophy,High," يقول ""برتراند راسل"" : ""الفلسفة ...نوع من المغامرة الاستكشافية التي تقوم بها لذاتها"". يعكس القول السابق تعريف الفلسفة من حيث هي",,C,ارتقاء بحياة البشر.,اتجاه عملي واقعي.,علم العلوم .,توجيه للسلوك الانساني.,,0
7168,Egypt,Humanities,Philosophy,High,"يقول ""تشارلز بيرس"" : "" الفكرة هي خطة للعمل ومشروع "". يشير القول السابق إلي أن التفكير الانساني...",,D,مرتبط بالنشاط النظري,يجسد السمات الشخصية للفرد .,إدراك للقوانين العامة .,مرتبط بالنشاط العملي .,,0
7169,Egypt,Humanities,Philosophy,High,"يقول ""كلود برنار"" : ""إن الحادثة ليست شيئًا في حد ذاتها؛ فال قيمة لها الا بالفكرة التي ترتبط بها"". يشير القول السابق إلي أن التفكير الانساني....",,A,مرتبط بالنشاط العملي .,تعبير لفظي رمزي .,دراك للقوانين العامة .,يجسد السمات الشخصية للفرد .,,0
7170,Egypt,Humanities,Philosophy,High,"يقول ""ريوال"" : "" إن الحوادث تتقدم إلي الفكر بدون رابطه إلي أن يجئ الفكر المبدع"". يشير القول السابق إلي أن التفكير الانساني ..",,A,إدراك للقوانين العامة .,يجسد السمات الشخصية للفرد .,تعبير لفظي رمزي,مرتبط بالنشاط العملي .,,0
7171,Egypt,Humanities,Philosophy,High,"يقول ""برنارد شو"" : ""إذا حاولت التوقف عن التفكير لعدة دقائق ستجد نفسك محاصرا بالافكار من جميع الجهات"". يشير القول السابق إلي أن الانسان يفكر",,C,بتعلم مقصود .,بتذكر للخبرات .,بطبيعته البشرية .,بالاستعانة بخبرات الغير.,,0
7172,Egypt,Humanities,Philosophy,High,"يقول ""المهاتما غاندي"" : "" إن الغضب وضعف الاحتمال هما أعداء الفهم الصائب"". الخطأ الذي يعكسه القول السابق هو",,A,تغليب العاطفة علي العقل .,التسرع في الحكم .,قابلية الافراد للاستهواء .,نقص المعلومات .,,0
7173,Egypt,Humanities,Philosophy,High,"يقول ""ميخائيل نعمة"" : ""من كان ال يبصر غير محاسنه و مساوئ غيره فالضرير خيرا منه"". يعكس القول السابق أحد عوامل الوقوع في خطأ التفكير و هي....",,C,القابلية للاستهواء.,التسرع في الحكم.,التعصب والتطرف .,الهيمنة والسيطرة.,,0
7174,Egypt,Humanities,Philosophy,High,"يقول ""كارل بوبر"" : ""الجهل الحقيقي ليس في غياب المعرفة بل في رفض اكتسابها"". يدعو القول السابق إلي ...................",,C,إعطاء الفرد معني للحياة .,تشكيل عقل الفرد .,غرس محبة المعرفة .,تبني الآراء السائدة .,,0
7175,Egypt,Humanities,Philosophy,High,"يقول ""همنجواي"" : ""إذا تكلم الناس فاستمع بتركيز فمعظم الناس ال يستمعون"". يدعو القول السابق إلي.",,D,استبعاد الاحكام المسبقة .,ستناد الحوار للدليل العلمي .,قبول الحوار أيًا كان موضوعه .,قبول الآخر واحترام رأيه .,,0
7176,Egypt,Humanities,Philosophy,High,"يقول ""وليم شكسبير"" : "" استمع لكل الانتقادات لكن شكل حكمك الخاص"". يدعو القول السابق هي ...",,C,قبول الحوار أيًا كان موضوعه .,قبول الآخر واحترام رأيه .,استناد الحوار للدليل العقل .,ستبعاد األحكام المسبقة .,,0
7177,Egypt,Humanities,Philosophy,High,""" يدعو الفالسفة إلي حق الاجيال المقبلة في العيش بسلام و تجنب خطر الحروب "" تجسد العبارة السابقة",,D,تفسير الواقع .,وصف الواقع .,الدقة المنطقية .,استشراف المستقبل .,,0
7145,Egypt,Humanities,Philosophy,High,"استمدت الثورة الفرنسية مبادئها من كتاب ""العقد الاجتماعي"" للفيلسوف الفرنسي ""جان جاك روسو"" والذي ساهم في نهضة فرنسا وتحولها إلي النظام الجمهوري. يمثل الموقف السابق توظيفًا لدور الفلسفة وأهميتها بالنسبة إلي",,A,المجتمع,التاريخ,العصر,الفرد,,1
7149,Egypt,Humanities,Philosophy,High," يقول ""راسل"" : ""لحظات من الخلوة تحقق لي...التركيز وتدفع في نفسي قوة هائلة لمواصلة الطريق"". يعكس القول السابق أحد خصائص التفكير الفلسفي وهي",,C,الدقة,الاستقلال,التأمل,الدهشة,,1
7166,Egypt,Humanities,Philosophy,High,"يقول ""فولتير"" : "" إننا أبناء من نفس الاب و مخلوقات لنفس الالله و إننا عجين من الاخطاء و النقائص"" يعكس القول السابق أحد مهارات التفكير الفلسفي وهي.",,B,الحوار,التسامح,الشك,النقد,,1
