ID,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
4960,,STEM,Physics,High,أي مما لٌ تُعد طر قٌة للحصول على مغناط سٌ؟,,C,دلك ساق من النحاس بمغناط سٌ دائم,دلك ساق من الأبون تٌ بمغناط سٌ دائم,وضع قطعة من الحد دٌ ف مجال مغناط سٌ ناشئ عن ملف مٌر به ت اٌر كهربائ,وضع قطعة من الالمن وٌم ف مجال مغناط سٌ ناشئ عن ملف مٌر به ت اٌر كهربائً,,0
4961,,STEM,Physics,High,على ماذا تقوم فكرة عمل الكشاف الكهرب ف حركة الورقت نٌ الذهب تٌ نٌ ؟,,B,الشحن بالدلك وٌلد شحنات مختلفة,قانون التجاذب والتنافر ب نٌ الشحنات الكهربٌائ ةٌ,الشحن بالتأث رٌ وٌلد شحنات متشابهة.,الشحن بالتأث رٌ وٌلد شحنات مختلفة,,0
4962,,STEM,Physics,High,أي العبارات التال ةٌ تنطبق على القوة الدافعة الكهربائ ةٌ؟,,A,تقاس ب نٌ قطب المصدر الكهربائ,تعتمد على المقاومة الموجودة ب نٌ نقطت نٌ ف الدائرة الكهرب ةٌ,دائما تكون أصغر من فرق الجهد ب نٌ أي نقطت نٌ ف الدائرة الكهرب ةٌ,تقاس ب نٌ أي نقطت نٌ ف الدائرة الكهرب ةٌ,,0
4963,,STEM,Physics,High,أي العبارات التالية يعد أفضل وصف الطاقة الحرارية في جسم ما؟,,B,إجمالي طاقة الوضع المخزونة في جزيئات الجسم,متوسط طاقة الوضع المخزونة في جزيئات الجسم,إجمالي الطاقة الحركية لجزيئات الجسم,متوسط الطاقة الحركية لجزيئات الجسم,,0
4964,,STEM,Physics,High,أي مما يلي سوف يحدث لتسارع سيارة متحركة إذا زادت القوة المؤثرة عليها الى الضعف مع بقاء كتلتها ثابتة ؟,,A,ستزداد اربع اضعاف,ستقل الى الربع,ستقل الى النصف,ستزداد ضعفين,,0
4965,,STEM,Physics,High,أي مما يلي لا ينطبق على قوى الفعل و رد الفعل ؟,,B,قوة الفعل تعاكس قوة رد الفعل,قوة الفعل و قوة رد الفعل تؤثران في جسمين مختلفين,قوة الفعل تساوي قوة رد الفعل,قوة الفعل و قوة رد الفعل تؤثران في نفس الجسم,,0
4966,,STEM,Physics,High,أي مما يلي هو من عيوب الترمومتر الكحولي ؟,,B,لدى الكحول نقطة غليان عالية نسبي ا .,لا يتفاعل بسرعة مع التغيرات في درجة الحرارة,لدى الكحول نقطة تجمد منخفضة .,لدى الكحول نقطة تجمد عالية نسبي ا .,,0
4967,,STEM,Physics,High,ماذا يحدث لمقاومة موصل ما عند نقصان طوله إلى الربع ؟,,C,تقل للنصف,تزداد للضعف,تزداد لأربع أضعاف,تقل للربع,,0
4968,,STEM,Physics,High,كيف يتم توصيل الوصلة الثنائية في الدوائر الكهربائية بطريقة الانحياز العكسي ؟,,A,يتم توصيل الطرفين الموجب و السالب للوصلة الثنائية بالقطب السالب للبطارية,يتم توصيل الطرف السالب للوصلة الثنائية بالقطب السالب للبطارية,يتم توصيل الطرف الموجب للوصلة الثنائية بالقطب السالب للبطارية,يتم توصيل الطرفين الموجب و السالب للوصلة الثنائية بالقطب الموجب للبطارية,,0
4969,,STEM,Physics,High,كيف يجب توصيل الاميتر و الفولتميتر في الدائرة الكهربائية للقياس ؟,,C,الاميتر على التوالي و الفولتميتر على التوالي.,الاميتر على التوازي و الفولتميتر على التوالي,الاميتر على التوالي و الفولتميتر على التوازي,الاميتر على التوازي و الفولتميتر على التوازي,,0
4970,,STEM,Physics,High,بماذا تختلف الأنو ةٌ الناتجة عن الأنو ةٌ الاصل ةٌ عند انبعاث جس مٌات ألفا؟,,D,العدد الذري زٌ دٌ بواحد,العدد الكتل قٌل باثن نٌ,العدد الكتل زٌداد باثن نٌ,العدد الذري قٌل باثن نٌ,,0
4971,,STEM,Physics,High,هبرا حذث لوعظن أشعة الفب التي تن تسليطهب على ششيحة الزهب في تجشبة سرسفوسد؟,,A,مرت دون أي انحراف,ارتدت إلى الخلف,مرت لكن بانحراف,امتصت ف النواة,,0
4972,,STEM,Physics,High,ما هو العنصش الوشع الوستخذم في قيبس نشبط الغذة الذسقية؟,,A,يود 131,كوبالت 60,كربون 14,235 اليورانيوم,,0
4973,,STEM,Physics,High,أي مما لٌ صٌف العلاقة ب نٌ زاو ةٌ السقوط و زاو ةٌ الانعكاس ف المرأة المستو ةٌ على نحو صح حٌ ؟,,C,زاو ةٌ الانعكاس تتمم زاو ةٌ السقوط.,زاو ةٌ الانعكاس تساوي ج بٌ تمام زاو ةٌ السقوط.,زاو ةٌ الانعكاس تساوي زاو ةٌ السقوط.,زاو ةٌ الانعكاس تساوي ج بٌ زاو ةٌ السقوط.,,0
4974,,STEM,Physics,High,أي مما لًٌ سوف حٌدث لتسارع س اٌرة متحركة إذا زادت القوة المؤثرة عل هٌا الى الضعف مع بقاء كتلتها ثابتة ؟,,A,تٌضاعف,س قٌل إلى الربع,س زٌداد أربع أضعاف,س قٌل إلى النصف,,0
4975,,STEM,Physics,High,أي العبارات التال ةٌ عٌد أفضل وصف للطاقة الحرار ةٌ ف جسم ما؟,,C,متوسط الطاقة الحرك ةٌ لجز ئٌات الجسم,إجمال طاقة الوضع المخزونة ف جز ئٌات الجسم,إجمال الطاقة الحرك ةٌ لجز ئٌات الجسم,متوسط طاقة الوضع المخزونة ف جز ئٌات الجسم,,0
4977,,STEM,Physics,High,أي مما لٌ هو من ع وٌب الترمومتر الكحول ؟,,D,لدى الكحول نقطة تجمد عال ةٌ.,لدى الكحول نقطة غل اٌن عال ةٌ.,لدى الكحول نقطة تجمد منخفضة .,لا تٌفاعل بسرعة مع التغ رٌات ف درجة الحرارة,,0
4978,,STEM,Physics,High,ك فٌ تنتقل الحرارة من مدفأة ساخنة موضوعة ف أرض ةٌ الغرفة إلى أعلى الغرفة ؟,,D,الانكسار,إشعاع,التوصيل,الحمل,,0
4979,,STEM,Physics,High,ماذا حٌدث لمقاومة موصل ما عند نقصان طوله ال الربع ؟,,A,تقل للربع,تقل للنصف,تتضاعف,تزداد لأربع أضعاف,,0
4980,,STEM,Physics,High,ك فٌ تٌم توص لٌ الأم تٌر و الفولتم تٌر ف الدائرة الكهربائ ةٌ ؟,,D,الام تٌر على التوازي و الفولتم تٌر على التوالً,الام تٌر على التوال و الفولتم تٌر على التوال .ً,الام تٌر على التوازي و الفولتم تٌر على التوازي,الام تٌر على التوال و الفولتم تٌر على التوازي,,0
4981,,STEM,Physics,High,ماذا حٌدث لسعة المكثف ذو اللوح نٌ المتواز نٌٌ عندما توضع مادة عازلة غ رٌ الهواء ب نٌ اللوح نٌ ؟,,B,تزداد,تقل,تبقى ثابتة,قد تزداد أو تقل حسب نوع المادة العازلة .,,0
4982,,STEM,Physics,High,إرا صادد طبلخ حشوخ ا غٌغ لأسثؼخ أضؼبف بِ وب ذٔ ،ف بّ ٛ٘ ا زٌغ شٍ ا زٌي حٌذس غٌشػخ ا غٌغ ؟,,A,حقم نه صُف,حض ذٌ نه ثًهٍٍ,حض ذٌ أسبغ يشاث حض ذٌ,حخضبػف ثلاد يشاث,,0
4983,,STEM,Physics,High,و فٍ ىٌّ بٕٕ ص بٌدح مِذاس ا مٌٛح ا حٌّشوخ ا ىٌٙشثبئ خٍ ا زٌأص شٍ خٌ ف فٍِ ؟,,B,حقه مٍ شذة ان جًبل ان غً بُط سٍ,اسخخ ذاو يهف يسبحت سطح أقم,اسخخ ذاو يهف ػذد نفبح أقم,حذ ش ان هًف بسشػت أكبش,,0
4984,,STEM,Physics,High,ما ه القوة المركز ةٌ الت تجعل الكواكب تدور ف مداراتها ؟,,A,قوة الجاذب ةٌ,القوة الكهرومغناط سٌ ةٌ,قوة الاحتكاك,القوة النوو ةٌ,,0
4985,,STEM,Physics,High,"بناءا على قانون ن وٌتن ف الجذب العام , قوة التجاذب ب نٌ أي كتلت نٌ تتناسب طرد اٌ مع",,A,حاصل ضرب الكتلت نٌ,المسافة ب نٌ الكتلت نٌ,مجموع الكتلت نٌ,سرعة الكتلت نٌ,,0
4986,,STEM,Physics,High,أ مه انكم اُت انحان ةُ حَغ رُ نبىدول مهحز إذا وقم إن سطح انقمر ؟,,D,طول البندول,الكتلة,موضع الاتزان,التردد,,0
4987,,STEM,Physics,High,إذا ترك بندول بس طٌ ل هٌتز فأنه ف النها ةٌ تٌباطأ و تٌوقف . ماذا سٌمى هذا النوع من التخامد؟,,D,التخامد الحرج,التخامد ألقسري,التخامد القوي,التخامد البس طٌ,,0
4988,,STEM,Physics,High,ماذا يحدث لسعة المكثف ذو اللىحين المتىازيين عندما تىضع مادة عازلة غير الهىاء بين اللىحين ؟,,C,تقل,قد تزداد أو تقل حسب نوع المادة العازلة,تزداد,تبقى ثابتة,,0
4989,,STEM,Physics,High,ماذا أثبحث ججربة ثىمسىن حىل الانكحرووات ؟,,D,الالكترونات لا كتلة لها,الالكترونات موجبة الشحنة,نسبة الشحنة إلى الكتلة للإلكترون تعتمد على نوع الغاز المستخدم,الالكترونات مكونات رئ سٌ ةٌ لكل الذرات,,0
4990,,STEM,Physics,High,زٌداد استقرار النواة بز اٌدة إحدى الكم اٌت التال ةٌ ، ما ه هذه الكم ةٌ ؟,,D,طاقة الربط النوو ةٌ,طاقة التأ نٌ,دالة الشغل,طاقة الربط لكل ن وٌكل وٌن,,0
4991,,STEM,Physics,High,موجات كهرومغناط سٌ ةٌ ذات تردد عال جد ا و ذات قدرة عال ةٌ على النفاذ وتنتج ف التفاعلات النوو ةٌ المختلفة فماه ؟ً,,A,الأشعة تحت الحمراء,الأشعة فوق البنفسج ةٌ,موجات الراد وٌ,أشعة جاما,,0
4992,,STEM,Physics,High,ماذا حٌدث لشعاع الإلكترونات ف جهاز الأشعة المهبط ةٌ عندما تتساوى القوة الكهربائ ةٌ مع القوة المغناط سٌ ةٌ ؟,,C,تنحرف للأعلى,تنحرف للأسفل,تس رٌ بمسار دائري,تس رٌ بخط مستق مٌ دون انحراف,,0
4993,,STEM,Physics,High,ما نوع الانحلال النووي الذي نٌتج غالبا أكبر فرق كتلة؟,,A,انحلال جاما,انحلال ألفا,انحلال بوز تٌرون,انحلال ب تٌا,,0
4994,,STEM,Physics,High,ماذا حدث لمعظم أشعة الفا الت تم تسل طٌها على شر حٌة الذهب ف تجربة رذرفورد؟,,B,مرت دون أي انحراف,ارتدت إلى الخلف,امتصت ف النواة,مرت لكن بانحراف,,0
4995,,STEM,Physics,High,ما نوع التخامد الحادث في حركة مؤشر وقود السيارة؟,,A,التخامد فوق الحد,التخامد البسيط,التخامد القوي,التخامد الحرج,,0
5003,Palestine,STEM,Physics,High," القوة المؤثرة في جسم متحرك تساوي المعدل الزمني للتغير في :
",,D,سرعة الجسم,طاقة وضع الجسم,طاقة حركة الجسم,كمية تحرك الجسم,,0
5004,Palestine,STEM,Physics,High,"جسمان س ، ص لهما نفس الكتلة وإذا كانت طح س = 4 طح ص فإن كتس = :
",,A,2 كت ص,0.5 كت ص,1.4 كت ص,4 كت ص,,0
5005,Palestine,STEM,Physics,High," جسم كتلته 0.5 كغم سقط من ارتفاع 180 سم ليصل سطح الأرض عندئذ تكون كمية تحركه النهائية بوحدة
 كغم.م/ث هي :",,C,5,6,3,9,,0
5006,Palestine,STEM,Physics,High," جسمان س ، ص لهما نفس الكتلة وإذا كانت طح س = 2 طح ص فإن كت س = :
",,A,3 كت ص,كت ص,2 كت ص,4 كت ص,,0
5007,Palestine,STEM,Physics,High," جسم كتلته ك يتحرك على خط مستقيم بسرعة ثابتة مقدارها ع، فإذا تضاعفت طاقة حركته فإن كمية تحركه
 تساوي",,D,كت 2 = 0.5 كت 1,كت 2 = 0.7 كت1,كت 2 = 2 كت1,كت 2 = كت 1,,0
5008,Palestine,STEM,Physics,High," جسمان أ ، ب كتلة ب ضعف كتله أ ولهما نفس الطاقة الحركية عندئذ تكون سرعة أ تساوي :
",,A,. 1.4 ع ب,2 ع ب,ع ب,0.5 ع ب ,,0
5009,Palestine,STEM,Physics,High,".8 جسمان أ ، ب كتلة ب ضعف كتله أ ولهما نفس كمية التحرك عندئذ تكون سرعة أ تساوي :
",,B,1.4 ع ب,2 ع ب,ع ب,0.5 ع ب ,,0
5010,Palestine,STEM,Physics,High,"جسم كتلته ك وكمية تحركه كت وطاقة الحركة طح حيث تضاعفت سرعته فإن طاقة حركته :
",,D,تتضاعف,. تبقي ثابتة,تقل للنصف,تتضاعف 4 مرات,,0
5011,Palestine,STEM,Physics,High," المعدل الزمني للتغير في كمية التحرك يسمى :
",,B,الدفع,القوة,طاقة الحركة,الشغل,,0
5012,Palestine,STEM,Physics,High," جسمان س ، ص لهما نفس الكتلة إذا كانت كتس =2 كتص فإن :
",,C,طح س =2 طح ص,طح س = طح ص,طح س = 4 طح ص,طح س = طح ص,,0
5013,Palestine,STEM,Physics,High," أثرت قوة مقدارها 500 نيوتن على جسم ساكن كتلته 100 كغم لمدة 2 ثانية وعلية تكون سرعة الجسم بعد 2
ثانية بوحدة م/ ث هي :",,A,10,2.5,3,5,,0
5014,Palestine,STEM,Physics,High," جسمان كتلة الأول = 9 أضعاف كتلة الثاني ومتساويان في الطاقة الحركية فان سرعة الجسم الثاني تساوي:
",,C,ع1,. 2 ع1,3 ع1, 4 ع1,,0
5015,Palestine,STEM,Physics,High," إذا كانت كمية تحرك جسم = نصف طاقته الحركية فإن سرعة الجسم تساوي :
",,B,2 م/ث,4 م/ث,8 م/ث,1.4 م/ث ,,0
5016,Palestine,STEM,Physics,High," زمن تحليق جسم كتلته ك قذف رأسياً ألعلى بسرعة 9 م/ث يساوي :
",,C,2 ث,1.6 ث,1.8 ث,1.4 ث,,0
5017,Palestine,STEM,Physics,High," جسم كمية تحركه 10 كغم.م/ث فإذا ضاعفنا طاقته الحركية فإن كت تساوي :
",,B,5 كغم.م/ث,20 كغم.م/ث,10 كغم.م/ث,10 كغم.م/ث,,0
5018,Palestine,STEM,Physics,High," إذا زادت كمية تحرك جسم إلى الضعف فان طاقته الحركية
",,D,تبقى ثابتة,تزداد للضعف,تقل للنصف,تزداد أربع أضعاف,,0
5019,Palestine,STEM,Physics,High," جسم كتلته 2 كغم وكمية تحركه 6 كغم.م/ث فإن طاقته الحركية =
",,A,9 جول,3 جول,12 جول,6 جول ,,0
5020,Palestine,STEM,Physics,High, أثرت قوة 20 نيوتن في جسم ساكن كتلته 0.5 كغم ، ما هي الفترة الزمنية التي تصبح عندها سرعة الجسم 4,,C,0.01 ث,0.02 ث,0.1 ث,0.2 ث,,0
5021,Palestine,STEM,Physics,High," إذا كانت طاقة حركة جسم متحرك بسرعة ثابتة 100 جول وكمية تحركه 50 كغم.م/ث ، فإن كتلته = :
",,C, 4 كغم,6.25 كغم,12.5 كغم,25 كغم,,0
5022,Palestine,STEM,Physics,High," يتحرك جسم كتلته 15 كغم بسرعة ثابتة ، إذا كانت طاقته الحركية 270 جول ، فإن مقدار كمية تحركه هو :
",,C,60 كغم.م/ث, 75 كغم.م/ث,. 90 كغم.م/ث,110 كغم.م/ث ,,0
5023,Palestine,STEM,Physics,High, إذا كانت كمية تحرك سيارة كتلتها 2000 كغم = كمية تحرك شاحنة كتلتها 4000 كغم ، فإن :,,B,سرعة السيارة = سرعة الشاحنة.,سرعة السيارة أكبر من سرعة الشاحنة . ,سرعة السيارة أقل من سرعة الشاحنة.,طاقة حركة السيارة = طاقة حركة الشاحنة .,,0
5024,Palestine,STEM,Physics,High," إذا كانت طاقة حركة سيارة كتلتها 2000 كغم = طاقة حركة شاحنة كتلتها 4000 كغم ، فإن :
",,A,كمية تحرك السيارة = كمية تحرك الشاحنة .,كمية تحرك السيارة أقل من كمية تحرك الشاحنة,كمية تحرك السيارة أكبر من كمية تحرك الشاحنة .,غير ذلك,,0
5025,Palestine,STEM,Physics,High," إذا أثرت قوتان متساويتان في المقدار واالتجاه في سيارة كتلتها 2000 كغم و شاحنة كتلتها 4000 كغم خالل
نفس الفترة الزمنية ، فإن :",,A,كمية تحرك السيارة = كمية تحرك الشاحنة.,كمية تحرك السيارة أقل من كمية تحرك الشاحنة,. سرعة السيارة = سرعة الشاحنة.,طاقة حركة السيارة = طاقة حركة الشاحنة.,,0
5026,Palestine,STEM,Physics,High," سيارتان أ , ب بدأتا الحركة من السكون وتحركتا في اتجاه واحد وفي خط مستقيم لمدة 30 ثانية تأثرت كالً من
السيارتين بنفس القوة خالل نفس الفترة الزمنية علما بأن كتلة السيارة ب أكبر من كتلة السيارة أ ، وعليه فإن
المركبة التي لها كمية تحرك اكبر هي :",,B,"السيارة "" أ ""","السيارة "" ب """,لا يمكن تحديد الاجابة       ,غير ذلك .,,0
5027,Palestine,STEM,Physics,High," إذا كانت محصلة القوى المؤثرة في جسم كتلته 5 كغم تساوي 50 نيوتن ولفترة زمنية مقدارها 1 ثانية فإن
 التغير في سرعة الجسم هو",,B,5 م/ث,10 م/ث,25 م/ث,50 م/ث,,0
5028,Palestine,STEM,Physics,High," جسم كتلته 5 كغم أثرت عليه قوة مقدارها 20 نيوتن ولفترة زمنية مقدارها 4 ثواني فإن التغير في سرعة الجسم
بوحدة م/ث يساوي :",,B,26,16,6,3,,0
5029,Palestine,STEM,Physics,High," متوسط القوة التي إذا أثرت على سيارة كتلتها 1000 كغم تسير بسرعة 25 م/ث لتصبح سرعتها 5 م/ث في
 نفس الاتجاه في زمن قدرة 20 ثانية هو:",,D,1500 نيوتن,10000 نيوتن,15000 نيوتن,1000 نيوتن ,,0
5030,Palestine,STEM,Physics,High," سيارة كتلتها 1200 كغم ازدادت سرعتها من 10 إلى 25 م/ث خالل نصف دقيقة فإن متوسط القوة المؤثرة على
 السيارة هي.",,B,3600 نيوتن,600 نيوتن,1000 نيوتن,400 نيوتن,,0
5031,Palestine,STEM,Physics,High," دراجة هوائية كتلتها 15 كغم تسير بسرعة 20 م/ث فإذا انخفضت سرعتها إلى 10 م/ث خالل 5ث فأن متوسط
القوة المؤثرة عليها خالل هذه الفترة هي",,B,7.5 نيوتن,30 نيوتن,15 نيوتن,75 نيوتن ,,0
5032,Palestine,STEM,Physics,High, إذا أثرت قوة مقدارها 50 نيوتن على جسم لمدة 4 ثواني فإن الجسم يتلقى دف ًعا قدرة بوحدة نيوتن. ث يساوي:,,D,40,50,100,200,,0
5033,Palestine,STEM,Physics,High,. مقدار القوة الالزمة إليقاف سيارة كتلتها 1000 كغم تتحرك بسرعة 20 م/ث خالل 4 ثوان هو :,,B,50 نيوتن,5000 نيوتن,1000 نيوتن,100 نيوتن,,0
5034,Palestine,STEM,Physics,High,"الوحدة التي تكافئ نيوتن.ث هي :
",,B,كغم/م.ث,كغم.م/ث,كغم.ث/م,. كغم/ث,,0
5035,Palestine,STEM,Physics,High,"جسم كتلته 2 كغم يتحرك بسرعة 5 م/ث أثرت عليه قوة فغيرت كمية تحركه بمقدار 8 كغم.م/ث عندئذ تكون كمية
تحركه النهائية بوحدة كغم.م/ث هي",,C,4,10,18,8,,0
5036,Palestine,STEM,Physics,High," تتحرك سيارة كتلتها 900 كغم بسرعة ع1 فإذا أصبحت سرعتها 55 م/ث خالل نصف دقيقة، وكان متوسط قوة
تساوي : المحرك التي سببت التعجيل تساوي 1050 نيوتن فإن ع1",,B,2 م/ث,20 م/ث,0.2 م/ث,0.02 م/ث,,0
5037,Palestine,STEM,Physics,High," جسم كتلته 5 كغم وكمية تحركه 15 كغم.م/ث ، فإن مقدار محصلة القوى الالزمة لزيادة سرعة الجسم إلى 8 م/ث
خالل 15 ثانية هو :
",,A,1.7 نيوتن,0.35 نيوتن,5.1 نيوتن,11 نيوتن,,0
5038,Palestine,STEM,Physics,High," إذا علمت مقدار الدفع المؤثر على جسم كتلته 2 كغم فإنك تستطيع حساب:
",,D,سرعته االبتدائية,سرعته النهائية,تسارعه,التغير في سرعته,,0
5039,Palestine,STEM,Physics,High,"اقتربت كرة كتلتها 0.2 كغم من المضرب بسرعة 40 م/ث باالتجاه الأفقي وارتدت باالتجاه المعاكس بسرعة 50
 م/ث، فإن الدفع الذي أثر في الكرة أثناء فترة التالمس بوحدة نيوتن.ث هو ",,A,18,2,900,90,,0
5040,Palestine,STEM,Physics,High," إذا تغيرت سرعة جسم كتلته 4 كغم بمقدار 12 م/ث فإن الدفع الذي أثر عليه بوحدة نيوتن.ث هو :
",,B,3,48,32,0.33,,0
5041,Palestine,STEM,Physics,High," أسقطت كرة كتلتها ك سقوطا حرا فوصلت الأرض بسرعة 3 ع وارتدت رأسيا إلى أعلى بسرعة 2 ع إن دفع
األرض على الكرة يساوي:",,A,5 ك ع ألعلى,ك ع ألعلى,ك ع ألسفل,5 ك ع ألسفل,,0
5042,Palestine,STEM,Physics,High," جسم كتلته ك وسرعتة ع ، اصطدم بجدار وارتد بنفس السرعة ، فإن التغير في كمية التحرك له هي
",,A,2 ك ع,صفر,ك ع ألسفل,1.5 ك ع,,0
5043,Palestine,STEM,Physics,High," قمر صناعي يتحرك بسرعة ع حول الأرض وكتلته ك فإن التغير في كمية تحركه عند اجتيازه نصف مدار الأرض
تساوي ",,C,صفر,0.5 ك ع,2 ك ع,ك ع,,0
5044,Palestine,STEM,Physics,High,".قمر صناعي يتحرك بسرعة ع حول الأرض وكتلته ك فإن التغير في كمية تحركه عند اجتيازه دورة كاملة حول
 الأرض تساوي",,A,صفر,0.5 ك ع,2 ك ع,1.4 ك ع ,,0
5045,Palestine,STEM,Physics,High," كرة كتلتها 100 غرام تسقط نحو الأرض من ارتفاع 5 م لترتد ألعلى بسرعة 6 م/ث عندئذ يكون دفع الأرض
على الكرة",,D,16 نيوتن.ث,0.4 نيوتن. ث,160 نيوتن.ث,1.6 نيوتن.ث,,0
5046,Palestine,STEM,Physics,High," العب كرة أثر على الكرة بدفع 0.5 نيوتن.ث إذا كانت كتلة الكرة 200 غم فإن القوة المؤثرة خالل 0.01 ثانية
تساوي بوحدة نيوتن :",,B,20,50,100,400,,0
5047,Palestine,STEM,Physics,High," الدفع الالزم إليقاف سيارة كتلتها 600 كغم تسير بسرعة 10 م/ث هو :
",,C,60 نيوتن.ث,590 نيوتن.ث, 6000 نيوتن.ث,610 نيوتن.ث,,0
5048,Palestine,STEM,Physics,High," الدفع الالزم إليقاف جسم كتلته 5 كغم يتحرك بسرعة 4 م/ث هو :
",,C,2 نيوتن.ث,. 2.5 نيوتن.ث,20 نيوتن.ث,40 نيوتن.ث,,0
5049,Palestine,STEM,Physics,High," أثرت قوة على جسم ساكن كتلته 5 كغم لمدة ثانيتين وأصبحت سرعته 20 م/ ث فأن الدفع الذي تلقاه يساوي
بوحدة نيوتن.ث",,C,50,150,100,4,,0
5050,Palestine,STEM,Physics,High, أثرت قوة مقدارها 10 نيوتن في جسم كتلته 4 كغم فأحدثت تغير في سرعته بمقدار 5 م/ ث فان مقدار الدفع الذي سببته القوة بوحدة نيوتن .ث يساوي,,A,20,40,50,80,,0
5051,Palestine,STEM,Physics,High,"ن السكون على سطح مائل طوله 1.6 م و يميل بزاوية 30 على الأفق فإنه عندما
 ينزلق طفل كتلته 30 كغم بدأ
يصل إلى أسفل المستوى فان مقدار الدفع المؤثر على الأرض بوحدة نيوتن . ث يساوي :",,A,120,40,60,180,,0
5052,Palestine,STEM,Physics,High, إذا تصادم جسم كتلته 3 كجم ويتحرك بسرعة 15 م /ث بحائط وارتد بسرعة مقدارها 10 م/ث فيكون التغير في كمية حركة الجسم بوحدة كجم م/ث مساوياً :,,C,10,15,75,25,,0
5053,Palestine,STEM,Physics,High," عند سقوط جسم إلى الأرض بسرعة ع وارتداده بسرعة 2 ع فإن الدفع يساوي :
",,A,3 ك ع,ك ع,. 2 ك ع,– ك ع,,0
5054,Palestine,STEM,Physics,High," جسم ساكن كتلته 2 كغم تلقى دفع 20 نيوتن.ث فإن سرعته بعد الدفع مباشرة تصبح :
",,B,20 م/ث,10 م/ث,15 م/ث,40 م/ث ,,0
5055,Palestine,STEM,Physics,High," أسقطت كرة كتلتها 0.2 سقوطا حرا فوصلت الأرض بسرعة 30 م/ث وارتدت رأسيًا إلى أعلى بسرعة 20 م/ث
إن دفع الأرض على الكرة بوحدة يساوي",,A,10 نيوتن.ث ألعلى,2 نيوتن.ث ألعلى,2 نيوتن.ث ألسفل,10نيوتن.ث ألسفل,,0
