ID,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
53,,Humanities,Islamic Studies,,من أول من ألف في أحكام القرآن؟,,A,الامام الشافعي,الامام حمد بن حنبل,الامام المالكي,الامام أبي حنيفة,,0
54,,Humanities,Islamic Studies,,في أي سورة ذكرت قصة قابيل وهابيل؟,,D,سورة الأعراف,سورة القصص,سورة الأنعام,سورة المائدة,,0
55,,Humanities,Islamic Studies,,ما اسم الزوجة الثالثة بالترتيب التي تزوجها النبي صلى الله عليه وسلم؟,,B,حفصة بنت عمر,عائشة بنت أبي بكر الصديق,أم سلمة,سودة بنت زمعة,,0
56,,Humanities,Islamic Studies,,من من الخلفاء الراشدين كان الأكبر سنا عندما لقي ربه؟,,A,عثمان بن عفان,أبو بكر الصديق,عمر بن الخطاب,علي بن أبي طالب,,0
57,,Humanities,Islamic Studies,,من أول من لقب بأمير المؤمنين؟,,B,علي بن أبي طالب,عمر بن الخطاب,أبو بكر الصديق,عثمان بن عفان,,0
58,,Humanities,Islamic Studies,,يجب اخراج الزكاة من الذهب اذا كان يبلغ النصاب الشرعي وهو؟,,C,88 غراما,78 غراما,85 غراما,58 غراما,,0
59,,Humanities,Islamic Studies,,ماذا لقب ابراهيم عليه السلام؟,,D,الصديق,شيخ المرسلين,اسرائيل,الخليل,,0
60,,Humanities,Islamic Studies,,أين وردت الآية الكريمة ( أقم الصلاة لدلوك الشمس إلى غسق الليل وقرآن الفجر إن قرآن الفجر كان مشهودا)؟,,C,سورة النور,سورة التكوير,سورة الاسراء,سورة الشمس,,0
61,,Humanities,Islamic Studies,,من هو الصحابي الذي كان جبريل يأتي على هيئته؟,,A,دحية الكلبي,سعد بن أبي وقاص,حذيفة بن اليمان,سعد بن معاذ,,0
62,,Humanities,Islamic Studies,,من هو الصحابي الملقب بأبي تراب؟,,D,عمر بن الخطاب,أبو بكر الصديق,عثمان بن عفان,علي بن أبي طالب,,0
63,,Humanities,Islamic Studies,,أول زوجات النبي صلى الله عليه وسلم لحوقا به بعد وفاته؟,,A,زينب بنت جحش,حفصة بنت عمر,أم سلمة,سودة بنت زمعة,,0
64,,Humanities,Islamic Studies,,كم كان عمر الرسول صلى الله عليه وسلم عندما بعث نبيا ورسولا للإسلام؟,,D,عشرون عاما,ثلاثون عاما,خمسون عاما,أربعون عاما,,0
65,,Humanities,Islamic Studies,,ما هي السورة التي وردت فيها غزوة أحد وغزوة بدر؟,,B,سورة البقرة,سورة آل عمران,سورة المائدة,سورة الأنعام,,0
66,,Humanities,Islamic Studies,,ما هو العام الهجري الذي احتفل فيه المسلمين بعيد الفطر وعيد الأضحى المبارك؟,,B,العام الأول,العام الثاني,العام الثالث,العام الرابع,,0
67,,Humanities,Islamic Studies,,ما هو أول الأيام التي خلقها الله تعالى؟,,B,يوم السبت,يوم الأحد,يوم الجمعة,يوم الثلاثاء,,0
68,,Humanities,Islamic Studies,,ما هي السورة الوحيدة في القرآن الكريم التي لا تحتوي على حرف الميم؟,,C,سورة الناس,سورة النصر,سورة الكوثر,سورة الفيل,,0
69,,Humanities,Islamic Studies,,من هي آسيا؟,,D,زوجة نوح,زوجة لقمان,زوجة لوط,زوجة فرعون,,0
70,,Humanities,Islamic Studies,,ما هي أول صلاة صلاها الرسول صلى الله عليه وسلم؟,,B,صلاة الفجر,صلاة الظهر,صلاة العصر,صلاة العشاء,,0
71,,Humanities,Islamic Studies,,كم مرة ذكر اسم الرسول محمد صلى الله عليه وسلم في القرآن؟,,B,3 مرات,4 مرات,5 مرات,6 مرات,,0
72,,Humanities,Islamic Studies,,من هو النبي الذي آمن به جميع قومه؟,,D,نوح عليه السلام,شعيب عليه السلام,إبراهيم عليه السلام,يونس عليه السلام,,0
73,,Humanities,Islamic Studies,,من هو أول صحابي حيّا الرسول صلى الله عليه وسلم بتحية الإسلام؟,,C,أبو بكر الصديق,أبو أيوب الأنصاري,أبو ذر الغفاري,أبو موسى الأشعري,,0
74,,Humanities,Islamic Studies,,قال تعالى: (وزرابي مبثوثة) سورة الغاشية (16)، المقصود بـ(زرابي)؟,,A,الطنافس,الأسرة,الوسائد,الفرش,,0
75,,Humanities,Islamic Studies,,أقسم الله عزوجل بالتين والزيتون كناية عن الأرض التي تزرع فيها ومهبط الرسالات السماوية وهي أرض؟,,C,مصر,الحجاز,فلسطين,اليمن,,0
76,,Humanities,Islamic Studies,,بدأت سورة الشعراء بعد البسملة بثلاثة حروف هي؟,,A,طسم,الم,الر,كهع,,0
77,,Humanities,Islamic Studies,,اذا ضرب المسلم أخاه المسلم ونتج عن ذلك فقدانه للنطق فمقدار الدية التي يجب عليه دفعها في الشريعة الإسلامية هي؟,,A,دية النفس كاملة,نصف الدية,ثلث الدية,عشر الدية,,0
78,,Humanities,Islamic Studies,,من قائد المسلمين في معركة القادسية؟,,C,خالد بن الوليد,عمرو بن العاص,سعد بن أبي وقاص,شرحبيل بن حسنة,,0
79,,Humanities,Islamic Studies,,الغزوة التي تسمى غزوة أوطاس أيضا هي غزوة؟,,D,بدر,بني قينقاع,مؤته,حنين,,0
80,,Humanities,Islamic Studies,,ما أكثر سورة تكرر فيها اسم الرحمن؟,,C,سورة الرحمن,سورة البقرة,سورة مريم,سورة آل عمران,,0
81,,Humanities,Islamic Studies,,قرية أخبر الرسول صلى الله عليه وسلم أنها (آخر قرية من قرى الإسلام خرابا) فما هي؟,,A,المدينة المنورة,مكة المكرمة,جدة,القدس,,0
82,,Humanities,Islamic Studies,,من هي ثاني إمرأة دخلت الإسلام؟,,D,سمية بنت خياط,فاطمة بنت أسد,أم أيمن,أم الفضل زوجة العباس,,0
83,,Humanities,Islamic Studies,,صحابي قال له النبي صلى الله عليه وسلم (أن الله مقمصمك قميصا فإن أرادك المنافقون على خلعه فلا تخلعه) فمن هو؟,,A,عثمان بن عفان,أبو بكر الصديق,عمر بن الخطاب,علي بن أبي طالب,,0
84,,Humanities,Islamic Studies,,كم ورد لفظ (لؤلؤ واللؤلؤ) في القرآن الكريم؟,,D,مرة واحدة,مرتان,أربع مرات,ست مرات,,0
85,,Humanities,Islamic Studies,,اذا ضرب المسلم أخيه المسلم ونتج عن ذلك فقدان للبصر لأحدى عينيه فيجب عليه أن يسلم له؟,,B,الدية كاملة,نصف الدية,ثلث الدية,ربع الدية,,0
86,,Humanities,Islamic Studies,,الدعاء (بسم الله والصلاة والسلام على رسول الله وعلى آله، اللهم اغفر ذنوبي وافتح لي أبواب رحمتك) يستحب للمسلم أن يدعو به عند؟,,A,دخول المسجد,الخروج من المسجد,دخول المنزل,الخروج من المنزل,,0
87,,Humanities,Islamic Studies,,كم مرة وردت كلمة (تلاوة) في القرآن الكريم؟,,B,ثلاث مرات,مرة واحدة,خمس مرات,سبع مرات,,0
88,,Humanities,Islamic Studies,,صحابي قال له الرسول صلى الله عليه وسلم: ( تمشي وحدك وتموت وحدك وتبعث وحدك) فمن هو؟,,B,أبو موسى الأشعري,أبو أيوب الأنصاري,أبو ذر الغفاري,أبو بصير,,0
89,,Humanities,Islamic Studies,,قال تعالى: (ننزل الملائكة والروح فيها بإذن ربهم) سورة القدر(4) المقصود بـ(الروح) هو؟,,D,ميكائيل,اسرافيل,عزرائيل,جبريل,,0
90,,Humanities,Islamic Studies,,من الذي عقد مع رسول الله صلى الله عليه وسلم صلح الحديبية عن قريش؟,,B,أبو سفيان بن حرب,سهيل بن عمرو,الوليد بن المغيرة,أبو الحكم بن هشام,,0
91,,Humanities,Islamic Studies,,كم كان عمر النبي صلى الله عليه وسلم حين وفاة زوجته خديجة بنت خويلد رضى الله عنها؟,,C,45 عاما,48 عاما,51 عاما,53 عاما,,0
92,,Humanities,Islamic Studies,,ما آخر سورة نزلت في مكة؟,,C,النصر,القارعة,المرسلات,الزلزلة,,0
93,,Humanities,Islamic Studies,,كم ورد لفظ (الصمد) في القرآن الكريم؟,,A,مرة واحدة,مرتان,أربع مرات,ست مرات,,0
94,,Humanities,Islamic Studies,,في عهد من من خلفاء المسلمين وقعت معركة اليرموك؟,,B,أبو بكر الصديق,عمر بن الخطاب,عثمان بن عفان,علي بن أبي طالب,,0
95,,Humanities,Islamic Studies,,متى توفيت أم المؤمنين زينب بنت جحش رضى الله عنها؟,,B,سنة 15 هجرية,سنة 20 هجرية,سنة 25 هجرية,سنة 30 هجرية,,0
96,,Humanities,Islamic Studies,,ما هو الشئ الذي كان النبي صلى الله عليه وسلم لا يرده؟,,A,الطيب,الكحل,الثياب,الطعام,,0
97,,Humanities,Islamic Studies,,كم وردت كلمة (أف) في القرآن الكريم ؟,,B,مرتان,ثلاث مرات,خمس مرات,سبع مرات,,0
98,,Humanities,Islamic Studies,,القائد المسلم الذي فتح مدينة تدمر الأثرية هو؟,,A,خالد بن الوليد,عمرو بن العاص,شرحبيل بن حسنة,سعد بن أبي وقاص,,0
99,,Humanities,Islamic Studies,,في أي عام فرضت زكاة الفطر؟,,B,عام 1 هجرية,عام 2 هجرية,عام 3 هجرية,عام 4 هجرية,,0
100,,Humanities,Islamic Studies,,قال تعالى: (ولا طعام إلا من غسلين) سورة الحاقة (36)، ما المقصود بـ(غسلين)؟,,C,ماء شديد الحرارة,شجرة الزقوم,القيح والصديد,شجرة شوكية,,0
101,,Humanities,Islamic Studies,,من هو أول شهيد في غزوة أحد؟,,A,عبدالله بن حرام,عمير بن أبي وقاص,عبدالله بن جحش,أبو دجانة,,0
102,,Humanities,Islamic Studies,,كم ورد لفظ (الكعبة) في القرآن الكريم؟,,B,مرة,مرتان,أربع مرات,سبع مرات,,0
103,,Humanities,Islamic Studies,,من الذي دخل النبي صلى الله عليه وسلم في جواره حين عاد من الطائف؟,,A,المطعم بن عدي,سهيل بن عمرو,ورقة بن نوفل,أمية بن الصلت,,0
104,,Humanities,Islamic Studies,,كم ورد لفظ (الكهف) في القرآن الكريم؟,,D,مرة واحدة,مرتان,أربع مرات,ست مرات,,0
105,,Humanities,Islamic Studies,,كم عدد خلفاء الدولة العباسية؟,,B,32 خليفة,37 خليفة,39 خليفة,42 خليفة,,0
106,,Humanities,Islamic Studies,,من الصحابي الذي وطأ الجنة بعرجته؟,,D,سلمة بن الأكوع,زيد بن الدثنة,خبيب بن عدي,عمرو بن الجموح,,0
107,,Humanities,Islamic Studies,,ما هو الإسم الأخر التي تسمى به سورة الزمر؟,,B,سورة الموازين,سورة الغرف,سورة البعث,سورة الشفاعة,,0
108,,Humanities,Islamic Studies,,من أول من ركب الخيل؟,,D,قابيل بن أدم,نوح عليه السلام,سليمان بن داوود,اسماعيل عليه السلام,,0
109,,Humanities,Islamic Studies,,ما هي أصغر سورة في القرآن الكريم؟,,D,البقرة,النبأ,الفلق,الكوثر,,0
110,,Humanities,Islamic Studies,,من أول من سعى بين الصفا والمروة؟,,B,ابراهيم,هاجر,اسماعيل,سارة,,0
111,,Humanities,Islamic Studies,,كم عدد مفاتيح الغيب التي لا يعلم بها الا الله سبحانه وتعالى؟,,B,ثلاثة مفاتيح,خمسة مفاتيح,سبعة مفاتيح,تسعة مفاتيح,,0
112,,Humanities,Islamic Studies,,من أول من توفت من بنات الرسول صلى الله عليه وسلم؟,,A,السيدة رقية,السيدة زينب,السيدة أم كلثوم,السيدة فاطمة,,0
113,,Humanities,Islamic Studies,,من هي زوجة الخليفتين وصاحبة الهجرتين ومصلية القبلتين وزوجة الشهيدين؟,,B,أم سليم بنت ملحان,أسماء بنت عميس,عفراء بنت عبيد,خديجة بنت خويلد,,0
114,,Humanities,Islamic Studies,,مرشد الرسول صلى الله عليه وسلم وأبو بكر رضى الله عنه أثناء الهجرة هو؟,,A,عبدالله بن إريقط,عامر بن فهيرة,سراقة بن مالك,عبدالله بن فهيرة,,0
115,,Humanities,Islamic Studies,,من هو سيف الله المسلول؟,,B,عمرو بن العاص,خالد بن الوليد,أبي بكر الصديق,عمر بن الخطاب,,0
116,,Humanities,Islamic Studies,,من هو الصحابي الذي ورد اسمه صريحا في القرآن الكريم؟,,A,زيد بن الحارثة,الزبير بن العوام,عبدالله بن مسعود,عمرو بن العاص,,0
117,,Humanities,Islamic Studies,,سورة تحدثت عن غزوة حنين؟,,B,سورة البقرة,سورة التوبة,سورة آل عمران,سورة ص,,0
118,,Humanities,Islamic Studies,,ما هو اسم السورة التي تحدثت عن العقاب الذي ينتظر أبو لهب؟,,C,سورة الكوثر,سورة النصر,سورة المسد,سورة القارعة,,0
119,,Humanities,Islamic Studies,,على من أنزل الزبور؟,,D,الرسول صلى الله عليه وسلم,موسى عليه السلام,عيسى عليه السلام,داوود عليه السلام,,0
120,,Humanities,Islamic Studies,,كم عدد الكتب السماوية التي أنزلها الله تعالى؟,,C,3 كتب,4 كتب,5 كتب,6 كتب,,0
121,,Humanities,Islamic Studies,,ما هو الركن الثاني من أركان الإسلام؟,,A,إقام الصلاة,الشهادتان,إيتاء الزكاء,صوم رمضان,,0
122,,Humanities,Islamic Studies,,ما اسم النبي الذي تمنى أن يموت؟,,D,موسى عليه السلام,يعقوب عليه السلام,عيسى عليه السلام,يوسف عليه السلام,,0
123,,Humanities,Islamic Studies,,ما هو الحيوان الذي ارتبط اسمه بسيدنا صالح عليه السلام؟,,A,الناقة,الغراب,الهدهد,البقرة,,0
124,,Humanities,Islamic Studies,,ما اسم السورة التي تحدثت عن غزوة أحد؟,,D,سورة البقرة,سورة الأنعام,سورة الأعراف,سورة آل عمران,,0
125,,Humanities,Islamic Studies,,من هو أول رسول من الله يسمى بالأحمد؟,,B,نوح عليه السلام,محمد صلى الله عليه وسلم,عيسى عليه السلام,موسى عليه السلام,,0
126,,Humanities,Islamic Studies,,كم مرة ذُكر اسم الرسول محمد صلى الله عليه وسلم في القرآن؟,,B,3 مرات,4 مرات,5 مرات,6 مرات,,0
127,,Humanities,Islamic Studies,,من هو الملقب بـ أسد الله الغالب؟,,C,عمر بن الخطاب,زيد بن ثابت,علي بن أبي طالب,عثمان بن عفان,,0
128,,Humanities,Islamic Studies,,من هو أول مولود في الإسلام؟,,D,إسماعيل بن إبراهيم,يحيي بن زكريا,عيسى بن مريم,عبد الله بن عمر بن الخطاب,,0
129,,Humanities,Islamic Studies,,من هو قائد المسلمين في معكرة القادسية؟,,C,خالد بن الوليد,عمرو بن العاص,سعد بن أبي وقاص,عبدالله بن الزبير,,0
130,,Humanities,Islamic Studies,,كيف أهلك الله قوم لوط؟,,A,بحجارة مسومة,بالصاعقة,بالصيحة,بالغرق,,0
131,,Humanities,Islamic Studies,,ما هي عدد المرات التي ورد فيها ذكر النار في المصحف الشريف؟,,A,126 مرة,130 مرة,136 مرة,140 مرة,,0
132,,Humanities,Islamic Studies,,ماهي السورة التي تسمي القتال؟,,B,سورة المجادلة,سورة محمد,سورة المزمل,سورة الأعراف,,0
133,,Humanities,Islamic Studies,,ما هي السورة القرآنية التي يبكي فيها الشيطان عند سماعها؟,,B,سورة الفاتحة,سورة السجدة,سورة يونس,سورة الفلق,,0
134,,Humanities,Islamic Studies,,من أول من أسلم من الرجال؟,,C,علي بن أبي طالب,عمر بن الخطاب,أبو بكر الصديق,عثمان بن عفان,,0
135,,Humanities,Islamic Studies,,متى فتحت مكة المكرمة؟,,D,5 هـ,7 هـ,6 هـ,8 هـ,,0
136,,Humanities,Islamic Studies,,أفضل طعام أشار له القرآن الكريم؟,,A,العسل,الفواكة,الخضروات,التمر,,0
137,,Humanities,Islamic Studies,,من هم أكثر الأقوام عنادا مع أنبيائهم؟,,D,ثمود,فرعون,عاد,اليهود,,0
138,,Humanities,Islamic Studies,,في أي سورة ذكر شهر رمضان في القرآن؟,,A,سورة البقرة,سورة آل عمران,سورة الأعراف,سورة الكهف,,0
139,,Humanities,Islamic Studies,,من هو الذي كانت تستحي منه ملائكة السماء؟,,D,أبو بكر الصديق,عمر بن الخطاب,علي بن أبي طالب,عثمان بن عفان,,0
140,,Humanities,Islamic Studies,,ما هو الحج الأصغر؟,,B,الحج,العمرة,طواف الكعبة,السعي بين الصفا والمروة,,0
141,,Humanities,Islamic Studies,,ما اسم الصحابي الجليل الذي نزل الرسول صلى الله عليه وسلم ضيفا في بيته؟,,A,أبو أيوب الانصاري,زيد بن ثابت,أبو موسى الاشعري,حسان بن ثابت,,0
142,,Humanities,Islamic Studies,,ما هي أول صلاة فرضت على الرسول محمد صلى الله عليه وسلم؟,,B,صلاة الفجر,صلاة الظهر,صلاة العصر,صلاة المغرب,,0
143,,Humanities,Islamic Studies,,قال تعالى: (ماودعك ربك وما قلى) سورة الضحى، ما المقصود بـ (ما قلى)؟,,C,ما هجرك,ما جفاك,ما ابغضك,ما عذلك,,0
144,,Humanities,Islamic Studies,,من هو النبي الذي كان ابنه كافرا؟,,D,اسماعيل عليه السلام,يعقوب عليه السلام,هود عليه السلام,نوح عليه السلام,,0
145,,Humanities,Islamic Studies,,كم عدد الصلوات المفروضة في اليوم والليلة؟,,C,3 صلوات,4 صلوات,5 صلوات,6 صلوات,,0
146,,Humanities,Islamic Studies,,إلى أين كانت هجرة الرسول صلى الله عليه وسلم؟,,B,مكة,المدينة,البصرة,مصر,,0
147,,Humanities,Islamic Studies,,من هو النبي الذي ولد دون أب؟,,A,عيسى عليه السلام,يحيى عليه السلام,سليمان عليه السلام,اسماعيل عليه السلام,,0
148,,Humanities,Islamic Studies,,ما هي السورة سميت بقلب القرآن؟,,D,سورة مريم,سورة محمد,سورة الفاتحة,سورة يس,,0
149,,Humanities,Islamic Studies,,هل يجوز شرب الماء في الصوم؟,,B,يجوز شرب القليل من الماء أثناء الصيام,لا ، لا يجوز أكل أو شرب أي شيء أثناء الصيام,يجوز أكل التمر أثناء الصيام,نعم يجوز شرب الماء والأكل,,0
150,,Humanities,Islamic Studies,,ما هو اتجاه المسلمين في أداء الصلاة؟,,A,الكعبة (مكة المكرمة),المسجد الأقصى (فلسطين),مسجد الفاتح (البحرين),المسجد النبوي (المدينة المنورة),,0
151,,Humanities,Islamic Studies,,متى يصوم المسلمون شهرا؟,,B,في شهر رجب,في شهر رمضان,في شهر ذو الحجة,في شهر شعبان,,0
152,,Humanities,Islamic Studies,,كم عدد أجزاء القرآن؟,,C,12,20,30,45,,0
153,,Humanities,Islamic Studies,,ما هي أطول سورة في القرآن الكريم؟,,D,سورة النساء,سورة النور,سورة آل عمران,سورة البقرة,,0
154,,Humanities,Islamic Studies,,كم عدد الأنبياء الذين ورد ذكرهم في القرآن الكريم؟,,C,29,28,25,26,,0
155,,Humanities,Islamic Studies,,من أول من قال الشعر؟,,A,آدم عليه السلام,يزيد بن الوليد,عمر بن الخطاب,يزيد بن معاوية,,0
156,,Humanities,Islamic Studies,,ما الاسم الذي اطلق على الذين آمنوا بعيسى عليه السلام؟,,A,الحواريون,الصحابة,الابناء,الاخوان,,0
157,,Humanities,Islamic Studies,,في أي سنة هجرية توفي الرسول صلى الله عليه وسلم؟,,D,10 هـ,12 هـ,13 هـ,11 هـ,,0
