ID,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
11100,Egypt,Social Science,Economics,Univ,من العوامل التي لا تؤدي لانتقال منحني العرض,,D,الضرائب علي الانتاجه,اسعار السلع الاخري (مكملة وبديلة).,تكاليف الانتاج,ثمن السلعة,,0
11101,Egypt,Social Science,Economics,Univ,یعرف الخطر بأنه:,,A,حالة من عدم التأكد تلازم متخذ القرا فتسبب له القلق و الخوف,الخسارة الناتجة من تحقق حادث معین,التحقق المادى لظاهرة معینة.,لیس أیا مما سبق,,0
11102,Egypt,Social Science,Economics,Univ,عناصر الخطر,,D,الاحتمالیة,المفاجأة,الخسارة,كل ما سبق,,0
11103,Egypt,Social Science,Economics,Univ,یقصد ب الخسارة المالیة,,B,الحزن والألم,النقص في الدخل أو في قیمة الممتلكات نتیجة تحقق حادث طارئ,الزیادة في الدخل أو في قیمة الممتلكات,كل مت سبق,,0
11104,Egypt,Social Science,Economics,Univ,من أمثلة الخسارة المعنویة,,C,الحریق والانفجار,الوفاة وطول البقاء على فید الحیاة,الحزن والألم,الزلازل و البراكین,,0
11105,Egypt,Social Science,Economics,Univ,من أمثلة الأخطار الطبیعیة,,D,الحریق والانفجار,الوفاة وطول البقاء على فید الحیاة,الزلازل والبراكین,كل ما سبق,,0
11106,Egypt,Social Science,Economics,Univ,تعرف أخطار المضاربة بأنها,,B,هى التى یتعرض لها الانسان و یكون ناتج تحققها خسارة مالیة دائما,هى التى یتسبب فى نشأتها ظواهر یخلقها الانسان بنفسه ولنفسه بفرض الأمل فى تحقیق مكاسب مالیة,هى النقص الكلي أو الجزئي في الدخل أو في قیمة الممتلكات,كل ما سبق,,0
11107,Egypt,Social Science,Economics,Univ,من أمثلة اخطار المضاربة,,A,الأعمال التجاریة والصناعیة وأعمال الخدمات وأعمال المقامرة والمضاربة,حوادث السیارات,الزلازل والسیول,لیس أیا مما سبق,,0
11108,Egypt,Social Science,Economics,Univ,تعرف الأخطار البحتة بأنها,,B,الأعمال التجاریة والصناعیة وأعمال الخدمات وأعمال المقامرة والمضاربة,الأخطار التى یتسبب عنها ظواهر طبیعیة لیس للانسان دخل فى تحققها,الخسائر الكلیة,الخسائر الجزئیة,,0
11109,Egypt,Social Science,Economics,Univ,مسببات الخطر تتمثل فى,,D,المسببات طبیعیة,المسببات الذاتیة,المسببات الشخصیة,كل ما سبق,,0
11110,Egypt,Social Science,Economics,Univ,من أمثلة العوامل الفنیة الذاتیة,,A,وجود مبنى من الأخشاب بالنسبة لخطر الحریق,التدخین,رعونة قائد السیارة بالنسبة لحوادث السیارات,تعمد أحداث الحریق,,0
11111,Egypt,Social Science,Economics,Univ,تعرف أخطار الأشخاص بأنها,,C,أخطار لو حدثت ینتج عنها خسارة مادیة نتیجة لهلاك الأصل أو تلفه,أخطار لو حدثت تسبب نقص القدرة على استخدام الأصل بكفاءة عالیة,أخطار لو حدثت تصیب الفرد نفسه مباشرة فى دخله المادى,كل ما سبق,,0
11112,Egypt,Social Science,Economics,Univ,تعرف أخطار الممتلكات بأنها,,A,أخطار لو حدثت ینتج عنها خسارة مادیة نتیجة لهلاك الأصل أو تلفه,أخطار لو حدثت تسبب الفرد فى مسئولیتع المدنیة تجاه الغیر,أخطار لو حدثت تصیب الفرد نفسه مباشرة فى دخله المادى,كل ما سبق,,0
11113,Egypt,Social Science,Economics,Univ,تعرف إدارة الخطر بأنها,,B,نشاط محاسبى یهدف إلى ترسید التكالیف,نشاط إداري یهدف إلى التحكم في الخطر,خطة انتاجیة تهدف ىإلى تعظیم الربح,كل مت سبق,,0
11114,Egypt,Social Science,Economics,Univ,الهدف من إدارة الخطر,,D,منع وقوع الخطر,تقلیل عدد مرات وقوعه خلال فترة زمنیة محددة,تقلیل حجم الخسارة النلتجة من تحقق الخطر,كل ما سلق,,0
11115,Egypt,Social Science,Economics,Univ,تتمثل مكامن الخطر الداخلیة فى: (i(أسعار الصرف والائتمان والتغیر التكنولوجى فى الصناعة. (ii (ظروف تشغیل ولوائح المنشأة,,B,(i (فقط.,(ii (فقط.,كل من (i (و (ii (,لیس أیا مما سبق.,,0
11116,Egypt,Social Science,Economics,Univ,البیانات التى یعتمد علیها مدیر الخطر لتحدید أخطار الأصول الثابتة,,A,الحسابات الختامیة والمیزانیة,خرائط التشغیل,الجر,سجلات شئون العاملین,,0
11117,Egypt,Social Science,Economics,Univ,البیانات التى یعتمد علیها مدیر الخطر لتحدید أخطار الأصول المتداولة,,C,الحسابات الختامیة والمیزانیة,خرائط التشغیل,الجرد,سجلات شئون العاملین,,0
11118,Egypt,Social Science,Economics,Univ,البیانات التى یعتمد علیها مدیر الخطر لتحدید أخطار الأشخاص,,D,الحسابات الختامیة والمیزانیة,خرائط التشغیل,الجر,سجلات شئون العاملین,,0
11119,Egypt,Social Science,Economics,Univ,البیانات التى یعتمد علیها مدیر الخطر لتحدید أخطار المسئولیة المدنیة,,D,الحسابات الختامیة والمیزانیة,خرائط التشغیل,الجر,سجلات شئون العاملین,,0
11120,Egypt,Social Science,Economics,Univ,من أهم الاخطار الى تتعرض لها الأصول الثابتة,,A,الاستهلاك و الحریق والسطو والسرقة,خیانة الأمانة,المسئولیة عن المنتجات,المسئولیة عن التلوث,,0
11121,Egypt,Social Science,Economics,Univ,من أهم الاخطار الى تتعرض لها الأصول المتداولة,,B,الاستهلاك,خیانة الأمانة,المسئولیة عن المنتجات,المسئولیة عن التلوث,,0
11123,Egypt,Social Science,Economics,Univ,یعتبر كل ما یلى من مسببات الخطر الطبیعیة ما عدا,,C,عمر الإنسان بالنسبة لخطر الوفاة,مكونات المبني بالنسبة لخطر الحریق,سلوك وأخلاق وتصرفات الإنسان,الطریق بالنسبة لحوادث السیارات,,0
11124,Egypt,Social Science,Economics,Univ,یعتبر كل ما یلى من مسببات الخطر الشخصیة,,C,عمر الإنسان بالنسبة لخطر الوفاة,مكونات المبني بالنسبة لخطر الحریق,سلوك وأخلاق وتصرفات الإنسان,الطریق بالنسبة لحوادث السیارات,,0
11125,Egypt,Social Science,Economics,Univ,تحسب الخسارة المتوقعة بـــ,,D,معدل التكرار,معدل الشدة,متوسط معدل التكرار ومتوسط معدل الشدة,متوسط توزیع التكرار * متوسط توزیع الشدة,,0
11126,Egypt,Social Science,Economics,Univ,یتم ترتیب الخسارة المتوقعة فى دلیل الخطر ترتیبا,,B,تصاعدیا,تنازلیا,حسب رغبة مجلس الإدار,حسب رغبو المدیر التنفیذى,,0
11127,Egypt,Social Science,Economics,Univ,یجب أن یؤخذ في الاعتبار عند تقدیر الخسائر المتوقعة,,D,الخسائر المباشر,الخسائر غیر المباشر,التضخم,كل ما سبق,,0
11128,Egypt,Social Science,Economics,Univ,من أمثلة الخسائر غیر المباشرة,,D,فقد الأرباح,أجور عمال فى حالة بطالة أثناء فترة الإصلاح,مصاریف تشغیل فى مكان بدیل للتشغیل,كل ما سبق,,0
11129,Egypt,Social Science,Economics,Univ,یعتبر عدم شراء ملكیة ما أو الدخول في عمل ما,,C,وسیلة من وسائل افتراض الخطر,وسیلة من وسائل الوقایة والمنع,وسیلة من وسائل تجنب الخطر,وسیلة من وسائل نقل الخطر إلى الغیر,,0
11130,Egypt,Social Science,Economics,Univ,من أمثلة وسائل الوقایة والمنع,,A,الرشاشات التلقائیة,التأمین,التأجیر التمویلى,تحمل الخطر,,0
11131,Egypt,Social Science,Economics,Univ,تعتبر طریقة الاحتفاظ بالخطر هى المعالجة المثلى فى حالة,,C,الخسائر الكبیرة,الخسائر المتوسطة,الخسائر البسیطة غیر المتكرر,خسائر المسئولیة المدنیة,,0
11132,Egypt,Social Science,Economics,Univ,عند اتباع طریقة الاحتفاظ بالخطر بخطة، تتمثل الخطة فى,,D,تكوین مخصص,تكوین أحتیاطى قانونى,تكوین احتیاطى طوارئ,كل ما سبق,,0
11133,Egypt,Social Science,Economics,Univ,"""إذا لم یتوفر لدي المشروع أعداد كبیرة من الوحدات المعرضة للخطر، یمكن له أن یتفق مع أصحاب وحدات مماثلة ومعرضة لنفس الخطر علي اقتسام الخسارة التي یتعرض لها أي فرد منهم"" یطلق على هذه الطریقة",,C,افتراضض الخطر,نقل الخطر,التأمین التبادلى,كل ما سبق,,0
11134,Egypt,Social Science,Economics,Univ,یطلق على الطرف الأول فى عقد التأمین,,C,المؤمن له,المستفید,المؤمن,حامل الوثیقة,,0
11135,Egypt,Social Science,Economics,Univ,یلتزم المؤمن,,B,بسداد قسط التأمین,بالتعهد بسداد مبلغ التأمین أو قیمة التعویض,باستلام مزایا التأمین,كل ما سبق,,0
11136,Egypt,Social Science,Economics,Univ,یطلق على الطرف الأول الثانى فى عقد التأمین,,A,لمؤمن له,المستفید,المؤمن,المؤمن علیه,,0
11137,Egypt,Social Science,Economics,Univ,یلتزم المؤمن له,,A,بسداد قسط التأمین,بالتعهد بسداد مبلغ التأمین أو قیمة التعویض,باستلام مزایا التأمین,كل ما سبق,,0
11138,Egypt,Social Science,Economics,Univ,الخطر فى التأمین,,B,غیر موجود ولكننا نخلقه,خطر موجود بالفعل,خطر ینتج عنه خسارة فى ةقدرة الفرد تحملها,كل ما سلق,,0
11139,Egypt,Social Science,Economics,Univ,تلجأ شركة التأمین لحمایة نفسها من التقلبات غیر المتوقعة عن طریق,,B,إعادة التأمین,قانون الأعداد الكبیرة,تسویة المطالبات,كل ماسبق,,0
11140,Egypt,Social Science,Economics,Univ,من الشروط الواجب توافرها فى الخطر لكى یكون قابلا للتأمین,,A,وجود عدد كبیر من اخطار متجانسة یترتب على تحققها خسارة مالیة,وجود عدد كبیر من اخطار متجانسة یترتب على تحققها خسارة معنویة,وجود عدد كبیر من اخطار مضاربة یترتب على تحققها خسارة مالیة,لیس أیا مما سبق,,0
11141,Egypt,Social Science,Economics,Univ,من أمثلة تأمینات المسئولیة المدنیة,,B,تأمین السیارات التكمیلى,تأمین السیارات الإجبارى,تأمین خیانة الأمانة,كل ما سبق,,0
11142,Egypt,Social Science,Economics,Univ,قیما یلى وثائق تأمینات مسئولیة مدنیة ما عدا,,C,وثیقة وسیط التأمین الحر,وثیقة تأمین السیارات الإجبارى,وثیقة التأمین المؤقت,وثیقة أخطاء المهنة,,0
11143,Egypt,Social Science,Economics,Univ,یعتبر تأمین الحریق من التأمینات,,D,الاجتماعیة,الإجباریة,النقدیة,الإختاریة,,0
11144,Egypt,Social Science,Economics,Univ,) من أمثلة التأمینات الإجباریة,,D,تأمین المسئولیة المدنیة للسیارات,التأمینات الإجتماعیة,التأمینات العشریة,كل ما سبق,,0
11145,Egypt,Social Science,Economics,Univ,یعرف قانون الأعداد الكبیرة بـأنه,,A,كلما كبر عدد المحاولات یؤول الإحتمال التجریبى إلى الإحتمال النظرى,قانون إحصائى لیس له علاقة بالتأمین,تستخدمهةشركة التأمین لتحدید مبلغ التأمین,كل ما سبق,,0
11146,Egypt,Social Science,Economics,Univ,طبقا لمبدأ المصلحة التأمینیة,,B,یجب أن تكون البیانات المتبادلة بین طرفى التعاقد فى التأمین دقیقة وكاملة,یجب أن یكون لطالب التأمین منفعة مادیة مشروعة في بقاء الشيء موضوع التأمین دون تلف,یجب ألا یزید التعویض بأى حال من الأحوال عن الخسارة الفعلیة,كل ما سبق,,0
11147,Egypt,Social Science,Economics,Univ,ینطبق مبدأ المصلحة التأمینیة على,,D,تأمینات الأشخاص فقط,تأمینات الممتلكات فقط,تأمینات المسئولیة فقط,كل من تأمینات الأشخاص والتأمینات العامة,,0
11148,Egypt,Social Science,Economics,Univ,تنبع أهمیة مبدأ المصلحة التأمینیة فى أنه,,D,یمنع الأفراد من تعمد إحداث الضرر أو الإهمال الجسیم,یمیز عقود التأمین عن عقود المقامرة أو الرهان,یساعد في تحدید الحد الأقصى للتعویض بالنسبة للتأمینات العامة,كل ما سبق,,0
11149,Egypt,Social Science,Economics,Univ,یمثل عقدي الملكیة والرهنیة صور للمصلحة التأمینیة فى تأمینات,,B,الأشخاص,الممتلكات,المسئولیة المدنیة,المسئولیة الجنائیة,,0
11150,Egypt,Social Science,Economics,Univ,یجب توافر المصلحة التأمینیة فى التأمین البحرى بضائع,,B,عند التعاقد,عند تحقق الخسار,أثناء سریان الوثیقة,عند التعاقد و أثناء سریان الوثیقة و عند تحقق الخسار,,0
11151,Egypt,Social Science,Economics,Univ,یجب توافر المصلحة التأمینیة فى التأمینات الأشخاص,,A,عند التعاقد,عند تحقق الخسار,أثناء سریان الوثیقة,عند التعاقد و أثناء سریان الوثیقة و عند تحقق الخسار,,0
11152,Egypt,Social Science,Economics,Univ,یجب توافر المصلحة التأمینیة فى التأمین البحرى أجسام السفن,,D,عند التعاقد,عند تحقق الخسار,أثناء سریان الوثیقة,عند التعاقد و أثناء سریان الوثیقة و عند تحقق الخسار,,0
11153,Egypt,Social Science,Economics,Univ,طبقا لمبدأ منتهى حسن النیة,,A,یجب أن تكون البیانات المتبادلة بین طرفى التعاقد فى التأمین دقیقة وكاملة,یجب أن یكون لطالب التأمین منفعة مادیة مشروعة في بقاء الشيء موضوع التأمین دون تلف,یجب ألا یزید التعویض بأى حال من الأحوال عن الخسارة الفعلیة,كل ما سبق,,0
11154,Egypt,Social Science,Economics,Univ,ینطبق مبدأ منتهى حسن النیة على,,D,تأمینات الأشخاص فقط,تأمینات الممتلكات فقط,تأمینات المسئولیة فقط,كل من تأمینات الأشخاص والتأمینات العامة,,0
11155,Egypt,Social Science,Economics,Univ,البیانات الجوهریة هي التي لو علمها المؤمن لأثرت في قرار,,D,الرفض بدلا من القبول,القبول بقسط إضافي واشتراطات خاصة,إرجاء القبول لحین استیفاء بعض الشروط,كل ما سبق,,0
11156,Egypt,Social Science,Economics,Univ,جزاء إخلال المؤمن له بمبدأ منتهي حسن النیة بقصد غش شركة التأمین و تضلیلها,,C,فسخ العقد,قابلیة العقد للبطلان,یكون العقد باطل بطلانا مطلقا فلا یكون للمؤمن له الحق فى التعویض وتحتفظ شركة التأمین بالقسط,لیس أیا مما سبق,,0
11157,Egypt,Social Science,Economics,Univ,جزاء إخلال المؤمن له بمبدأ منتهي حسن النیة بقصد غش شركة التأمین وتضلیلها فى تأمین السیرات الإجبارى,,D,فسخ العقد,قابلیة العقد للبطلان,یكون العقد باطل بطلانا مطلقا فلا یكون للمؤمن له الحق فى التعویض وتحتفظ شركة التأمین بالقسط,لیس أیا مما سبق,,0
11158,Egypt,Social Science,Economics,Univ,یطبق مبدأ السبب القریب على,,D,تأمینات الأشخاص فقط,تأمینات الممتلكات فقط,تأمینات المسئولیة المدنیة فقط,كل من تأمینات الشخاص والتأمینات العامة,,0
11159,Egypt,Social Science,Economics,Univ,طبفا لمبدأ التعویض بأنه,,C,یجب أن تكون البیانات المتبادلة بین طرفى التعاقد فى التأمین دقیقة وكاملة,یجب أن یكون لطالب التأمین منفعة مادیة مشروعة في بقاء الشيء موضوع التأمین دون تلف,یجب ألا یزید التعویض بأى حال من الأحوال عن الخسارة الفعلیة,كل ما سبق,,0
11160,Egypt,Social Science,Economics,Univ,ینطبق مبدأ التعویض على,,B,تأمینات الأشخاص فقط,تأمینات العامة فقط,تأمینات المسئولیة فقط,كل من تأمینات الأشخاص والتأمینات العامة,,0
11161,Egypt,Social Science,Economics,Univ,یهدف مبدأ التعویض إلى,,D,عدم تعمد إحداث الضرر,وضع المؤمن له بعد الحادث في نفس المركز المالي له قبل الحادث,حتي لا یكون هناك ثراء من وراء التأمین,كل ما سبق,,0
11162,Egypt,Social Science,Economics,Univ,حالة التأمین الكافي یكون فیه مبلغ التأمین,,A,یساوى فیمة الشئ موضوع التأمین,أكبر من فیمة الشئ موضوع التأمین,أقل من فیمة الشئ موضوع التأمین,ضعف فیمة الشئ موضوع التأمین,,0
11163,Egypt,Social Science,Economics,Univ,حالة التأمین دون الكافیة یكون فیه مبلغ التأمین,,C,یساوى فیمة الشئ موضوع التأمین,أكبر من فیمة الشئ موضوع التأمین,أقل من فیمة الشئ موضوع التأمین,ضعف فیمة الشئ موضوع التأمین,,0
11164,Egypt,Social Science,Economics,Univ,حالة التأمین فوق الكافیة یكون فیه مبلغ التأمین,,B,یساوى فیمة الشئ موضوع التأمین,أكبر من فیمة الشئ موضوع التأمین,أقل من فیمة الشئ موضوع التأمین,ضعف فیمة الشئ موضوع التأمین,,0
11165,Egypt,Social Science,Economics,Univ,فى التأمین دون الكفایة وتطبیق شرط النسبیة التعویض یساوى,,B,الخسارة الفعلیة,الخسارة الفعلیىة x مبلغ التأمین ÷ قیمة الشئ موضوع التأمین,الخسارة الفعلیة + مبلغ التأمین ÷ قیمة الشئ موضوع التأمین.,القیمة السوقیة للشئ موضوع التأمین یوم الحادث,,0
11166,Egypt,Social Science,Economics,Univ,فى التأمین الكافي عندما تكون الخسارة كلیة فإن التعویض یساوى,,D,الخسارة الفعلیة,الخسارة الفعلیىة x مبلغ التأمین ÷ قیمة الشئ موضوع التأمین,الخسارة الفعلیة + مبلغ التأمین ÷ قیمة الشئ موضوع التأمین,مبلغ التأمین أو القیمة السوقیة للشئ موضوع التأمین یوم الحادث أیهما أقل,,0
11167,Egypt,Social Science,Economics,Univ,یطبق مبدأ المشاركة عندما یكون هناك,,D,أكثر من وثیقة تأمین ساریة عند تحقق الاحادث,هذه الوثائق تغطى نفس الشئ موضوع التأمین,هذه التأمینات تغطى نفس الخطر الخطر ونفس المصلحة,كل ما سبق,,0
11168,Egypt,Social Science,Economics,Univ,یطبق مبدأ المشاركة على,,B,تأمینات الأشخاص فقط,التأمینات العامة فقفط,تأمینات المسئولیة فقط,كل من تأمینات الأشخاص والتأمینات العامة,,0
11169,Egypt,Social Science,Economics,Univ,طبقا لمبدأ الحلول في الحقوق,,A,یحل المؤمن محل المؤمن له في مقاضاة الطرف الثالث الذي تسبب في إحداث الضرر,یجب أن تكون البیانات المتبادلة بین طرفى التعاقد فى التأمین دقیقة وكاملة,یجب ألا یزید التعویض بأى حال من الأحوال عن الخسارة الفعلیة,كل ما سبق,,0
11170,Egypt,Social Science,Economics,Univ,یطبق مبدأ الحلول في الحقوق على,,B,تأمینات الأشخاص فقط,التأمینات العامة فقفط,تأمینات المسئولیة فقط,كل من تأمینات الأشخاص والتأمینات العامة,,0
11171,Egypt,Social Science,Economics,Univ,یقصد بمصطلح التأمینات العامة,,D,تأمینات الأشخاص,تأمینات الممتلكات,تأمینات المسولیة المدنیة,تأمینات تخرج عن نطاق تأمینات الأشخاص,,0
11172,Egypt,Social Science,Economics,Univ,تغطي الخسائر التي یتعرض لها الغیر في شخصه وممتلكاته ویكون المؤمن له مسئولا مسئولیة مدنیة بوثیقة تأمین,,C,ممتلكات,حیاة,مسئولیة,خیانة أمانة,,0
11173,Egypt,Social Science,Economics,Univ,تغطي وثیقة الحریق تلف وهلاك الممتلكات الناتج بصفة مباشرة من,,A,اشتعال النار وتخلل الدخان و أثناء محاولات الإطفاء,الخسائر غیر المباشر,خسائر المسئولیة المدنیة الناشئة عن الحریق تجاه الجیران,كل ما سبق,,0
11175,Egypt,Social Science,Economics,Univ,تشمل وثائق تأمینات النقل تغطیة ما یلي ما عدا,,B,البضائع المنقولة بربا,لبیضلئع المنقولة بحرا,وسائل وأدوات النقل,مسئولیة الناقل البري,,0
11176,Egypt,Social Science,Economics,Univ,تعتبر السیارة مؤمن علیها تأمینا شاملا إذا كانت,,C,مؤمنة تأمینا إجبارى,مؤمنة تأمین اختیاریا,مؤمنة اجباریا واختیاریا,صاحبها مؤمنا تأمین مؤقت,,0
11177,Egypt,Social Science,Economics,Univ,یشمل التأمین الهندسى,,A,أخطار التركیب,أخطاء المهنة,الأخطار البحریة,كل ما سبق,,0
11178,Egypt,Social Science,Economics,Univ,تصدر وثیقة السطو من قسم,,C,الحریق,النقل,الحوادث,المسئولیة المدنیة,,0
11179,Egypt,Social Science,Economics,Univ,یتم استیفاء طلب التأمین فى مرحلة,,B,تسویة المطالبة,التفاوض,الاكتتاب,الكشف الطبى,,0
11180,Egypt,Social Science,Economics,Univ,یحتوى طلب التأمین على بیانات یتم استیفاؤ ها بواسطة,,D,المؤمن,المؤمن له,المستفید,طالب التأمین,,0
11181,Egypt,Social Science,Economics,Univ,یعتبر النص الافتتاحى من مكونات,,C,طلب التأمین,تقریر المعاینة,وثیقة التأمین,التقریر الطبى,,0
11182,Egypt,Social Science,Economics,Univ,یبدأ سریان التأمین اعتبارا من,,A,سداد فسط التأمین,استیفاء طلب التأمین,تقدیم الاخطار بحادث,تقدیم تقریر المعاینة,,0
11183,Egypt,Social Science,Economics,Univ,یحدد النص التعاقدي,,D,الإطار الذي یحكم نطاق سریان العقد,الظروف التي یصبح المؤمن غیر ملتزما بأداء أي تعویض,وصف الممتلكات المؤمنعلیها، ومبلغ التأمین، وا ٕ جمالي القسط,الظروف والأحوال التي یصبح المؤمن ملتزما بالتعویض,,0
11184,Egypt,Social Science,Economics,Univ,تحدد الاستثناءات,,B,الإطار الذي یحكم نطاق سریان العقد,الظروف التي یصبح المؤمن غیر ملتزما بأداء أي تعویض,وصف الممتلكات المؤمن علیها،ومبلغ التأمین، وا ٕ جمالي القسط,الظروف والأحوال التي یصبح المؤمن ملتزما بالتعویض,,0
11185,Egypt,Social Science,Economics,Univ,یحتوى الجدول على,,C,الإطار الذي یحكم نطاق سریان العقد,الظروف التي یصبح المؤمن غیر ملتزما بأداء أي تعویض,وصف الممتلكات المؤمن علیها، ومبلغ التأمین، وا ٕ جمالي القسط,الظروف والأحوال التي یصبح المؤمن ملتزما بالتعویض,,0
11186,Egypt,Social Science,Economics,Univ,تحدد الشروط العامة,,A,الإطار الذي یحكم نطاق سریان العقد,الظروف التي یصبح المؤمن غیر ملتزما بأداء أي تعویض,وصف الممتلكات المؤمنعلیها، ومبلغ التأمین، وا ٕ جمالي القسط,الظروف والأحوال التي یصبح المؤمن ملتزما بالتعویض,,0
11187,Egypt,Social Science,Economics,Univ,تبدأ مرحلة تسویة المطالبة ب,,A,استیفاء نموذج الإخطار عن الحادث,استیفاء طلب التأمین,استكمال تقریر المعاینة,استلام التقریر الطبى,,0
11188,Egypt,Social Science,Economics,Univ,تعرف وثیقة التأمین المؤقت بأنها,,B,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید المحدد في العقد في حالة وفاة المؤمن علیه,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید المحدد في العقد في حالة وفاة المؤمن علیه خلال مدة التأمین,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین للمؤمن له في حالة بقاءه على قید الحیاة فى نهایة مدة العقد,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید في حالة وفاة المؤمن علیه خلال مدة التأمین أو للمؤمن له في حالة بقاءه على قید الحیاة فى نهایة مدة العقد,,0
11189,Egypt,Social Science,Economics,Univ,تعرف وثیقة تأمین مدى الحیاة بأنها,,A,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید المحدد في العقد في حالة وفاة المؤمن علیه,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید المحدد في العقد في حالة وفاة المؤمن علیه خلال مدة التأمین,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین للمؤمن له في حالة بقاءه على قید الحیاة فى نهایة مدة العقد,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید في حالة وفاة المؤمن علیه خلال مدة التأمین أو للمؤمن له في حالة بقاءه على قید الحیاة فى نهایة مدة العقد,,0
11190,Egypt,Social Science,Economics,Univ,تعرف وثیقة الوقفیة لبحتة بأنها,,C,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید المحدد في العقد في حالة وفاة المؤمن علیه,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید المحدد في العقد في حالة وفاة المؤمن علیه خلال مدة التأمین,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین للمؤمن له في حالة بقاءه على قید الحیاة فى نهایة مدة العقد,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید في حالة وفاة المؤمن علیه خلال مدة التأمین أو للمؤمن له في حالة بقاءه على قید الحیاة فى نهایة مدة العقد,,0
11191,Egypt,Social Science,Economics,Univ,تعرف وثیقة التأمین المختلط بأنها,,D,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید المحدد في العقد في حالة وفاة المؤمن علیه,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید المحدد في العقد في حالة وفاة المؤمن علیه خلال مدة التأمین,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین للمؤمن له في حالة بقاءه على قید الحیاة فى نهایة مدة العقد,عقد تتعهد بمقتضاه شركة التأمین بسداد مبلغ التأمین إلي المستفید في حالة وفاة المؤمن علیه خلال مدة التأمین أو للمؤمن له في حالة بقاءه على قید الحیاة فى نهایة مدة العقد,,0
11192,Egypt,Social Science,Economics,Univ,احتمال أن شخص سنه س سوف یعیش حتى وصوله السن س1+ هو,,A,فس,ل س,ن ل س,ن و س,,0
