ID,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
9611,,STEM,Biology,High,زٌداد حجم التجو فٌ الصدري أثناء الشه قٌ بفعل الحركات العضل ةٌ التال ةٌ :,,D,ارتخاء عضلات الأضلاع الخارج ةٌ مع ارتخاء عضلات الأضلاع الداخل ةٌ.,ارتخاء عضلات الأضلاع الخارج ةٌ مع انقباض عضلات الأضلاع الداخل ةٌ.,انقباض عضلات الأضلاع الخارج ةٌ مع انقباض عضلات الأضلاع الداخل ةٌ.,انقباض عضلات الأضلاع الخارج ةٌ مع ارتخاء عضلات الأضلاع الداخل ةٌ .,,0
9612,,STEM,Biology,High,أي من الجزيئات التالي ة تمثل أحد نواتج مرحلة التحلل السكري؟,,A,NADH,ثاني أكسيد الكربون,FADH,الهيدروجين,,0
9613,,STEM,Biology,High,ورث أحد الحيوانات الأليل المسؤول عن الفراء المستوي من أمه و الأليل المسؤول عن الفراء المموج من أبيه . إذا كان للحيوان فرا ء مستوي ا، ما النمط الجيني للحيوان الناتج؟,,D,فراء مموج,فراء مستوي,هجين,نقي,,0
9614,,STEM,Biology,High,أ ي مما يأتي يشير إلى تفسير لامارك لطول عنق الزرافة؟,,B,الانعزال البيئي,الانتخاب الطبيعي,الاستعمال والإهمال,الانعزال التكاثري,,0
9615,,STEM,Biology,High,طبقة شمعية غير منفذة للماء وتوجد في طبقة البشرة الداخلية لجذر نبات ذو فلقتين تسمى :,,D,شريط كاسبر,المحيط الدائري,القشرة,اللجنين,,0
9616,,STEM,Biology,High,عملية النتح في النبات تحتاج الى كل القوى التالية ما عدا :,,C,النتح السالبة,التماسك بين جزيئات الماء,النقل الفعال عبر خلايا نسيج الخشب,التلاصق بين جزيئات الماء واوعية الخشب,,0
9617,,STEM,Biology,High,عملية تحميل السكروز في نبات ذو فلقتين يحدث من خلايا :,,A,الأنبوب الغربالي الى الخشب,الخشب الى خلايا المصدر,المصب الى الأنبوب الغربالي,المصدر الى الأنبوب الغربالي,,0
9618,,STEM,Biology,High,أي جزء من مكونات جهاز الأتزان في الجسم تقوم بالكشف عن التغييرات البيئية الخارجية ؟,,A,مركز التحكم,المنفذ,المستقبل,المحفز,,0
9619,,STEM,Biology,High,اي من الهرمونات التالية تفرز من تحت المهاد ؟,,A,hCG,FSH,TSH,TRH,,0
9620,,STEM,Biology,High,واحدة من العبارات التالية تصف بدقة آلية التغذية الراجعة الموجبة :,,D,ارتفاع مستوى تركيز البروجستيرون واالأستروجين في طور الجسم الأصفر,ارتفاع مستوى الثيروكسين في الدم يثبط عمل الغدة النخامية,تنظيم مستوى الجلوكوز في الدم,ارتفاع مستوى هرمون الأستروجين في نهاية طور الحوصلة,,0
9621,,STEM,Biology,High,أي من الخلا اٌ التال ةٌ تلعب دورا ف الاستجابة المناع ةٌ الخلو ةٌ والاستجابة المناع ةٌ المعتمدة على الأجسام المضادة,,D,التائ ةٌ المساعدة,التائ ةٌ القاتلة,البلازم ةٌ,الذاكرة,,0
9622,,STEM,Biology,High,تٌم الحصول على انسول نٌ نق الترك بٌ وخال من الشوائب باستخدام تقن ةٌ :,,B,الهندسة الوراث ةٌ,الأجسام المضادة أحاد ةٌ المنشا,الأجسام المضادة متعددة المنشا,المستشعرات الب وٌلوج ةٌ,,0
9623,,STEM,Biology,High,أي من الهرمونات التال ةٌ فٌرز من الغدة النخام ةٌ الخلف ةٌ ؟,,C,الم لٌاتون,الأنسول نٌ,ADH,FSH,,0
9624,,STEM,Biology,High,ما الهرمون الذي كٌون مستواه مرتفعا ف ع نٌة دم شخص سل مٌ بعد فترة ص اٌم طو لٌة ؟,,B,الجلوكاجون,الأنسول نٌ,الث رٌوكس نٌ,الأكس تٌوس نٌ,,0
9625,,STEM,Biology,High,ماهو الترك بٌ الذي تزداد عمل ةٌ إعادة امتصاصه لأ وٌنات +Na عند تحف زٌه من قبل هرمون الألدوست رٌون ؟,,C,الأنبوب الملتوي البع دٌ,التواء هنل,الأنبوب الملتوي القر بٌ,القناة الجامعة,,0
9626,,STEM,Biology,High,ماذا سٌمى وصول مجموعة الس اٌلات العصب ةٌ تباعا إلى العصبون بعد التشابك ؟,,C,الشق التشابكً,الجمع الزمانً,الأزرار التشابك ةٌ,الجمع المكانً,,0
9627,,STEM,Biology,High,كيف تصنف العلاقة بين أليلات فصيلة الدم ) AB,,D,سيادة تامة,سيادة مشتركة,صفات متأثرة بالجنس,صفات مرتبطة بالجنس,,0
9628,,STEM,Biology,High,أي مما يلي تستخدم الأحافير للدلالة على حدوثه؟,,B,الانعزال,التكاثر,التطور,التكيف,,0
9629,,STEM,Biology,High,ما التكيف الذي يساعد الجمل على حماية نفسه من تأثير رمال الصحراء؟,,B,الشفاه الغليظة,الوبر,الرموش الطويلة,السنام,,0
9630,,STEM,Biology,High,فيم يستخدم أنزيم البكتينيز المحضر باستخدام تقنية الهندسة الوراثية؟,,A,علاج مرض السكري,إنتاج أرز عالي القيمة الغذائية,صناعة عصير الفواكه,إنتاج سلالات محسنة للماشية,,0
9631,,STEM,Biology,High,ما المركب الذي يستخدم لتكوين شبكة الحبيبات لإنتاج حليب منزو اللاكتوز؟,,B,كلوريد البوتاسيوم,اليجينيت الصوديوم,كبريتات الكالسيوم,نترات الصوديوم,,0
9632,,STEM,Biology,High,ما الغاز الذي يمكن استعماله لتنقية مياه الصرف الصحي في مرحلة المعالجة الكيميائية؟,,B,النيتروجين,الهيدروجين,الأوزون,الأكسجين,,0
9633,,STEM,Biology,High,ما اسم الهرمون الذي يفرز من الغدة النخامية الخلفية ؟,,B,TSH,PTH,FSH,ADH,,0
9634,,STEM,Biology,High,ما فصيلة دم ابن ورث أليل (A) من الأب واليل) O ( من الآم؟,,C,B,A,O,AB,,0
9635,,STEM,Biology,High,ما التكيف الذي يساعد الجمل على حماية نفسه من تأثير رمال الصحراء؟,,A,السنام,الرموش الطويلة,الوبر,الشفاه الغليظة,,0
9693,Palestine,STEM,Biology,High,أي العينات الآتية يمكن مشاهدتها باستخدام المجهر التشريحي ؟,,D,البكتيريا,الفيروسات,الخميرة,الحشرات,,0
9694,Palestine,STEM,Biology,High,يتميز المجهر الضوئي المركب عن المجهر الالكتروني الماسح بأن,,B,مقدار التكبير فيه اكبر,يمكن من خلاله فحص جميع أجزاء الخلية,يمكن من خلاله رؤية الخلايا الحية,مقدار الفصل أو التمييز أعلى,,0
9695,Palestine,STEM,Biology,High,أي من المجاهر الآتية يمكن من خلاله رؤية سطح حبيبات اللقاح ؟,,C,الضوئي المركب,الضوئي التشريحي,الإلكتروني الماسح,الإلكتروني النافذ,,0
9696,Palestine,STEM,Biology,High,أي مما يأتي لا يميز المجهر الالكتروني النافذ ؟,,A,تظهر الصورة بأبعادها الثلاث,تقع صورة الجسم على عدسة مفلورة,يمكن بواسطته مشاهدة الخلايا الميتة,العدسات كهرومغناطيسية,,0
9697,Palestine,STEM,Biology,High,يتميز المجهر التشريحي عن غيره من المجاهر الضوئية بأن,,C,مقدار تكبيره أعلى,مقدار الفصل أعلى,يمكن بواسطته رؤية العينات دون تحضير شرائح,عدسات مفلورة,,0
9698,Palestine,STEM,Biology,High,"إذا علمت أن مقدار تكبير المجهر المركب x600 ومقدار تكبير العدسة العينية x15 ، فما مقدار تكبير العدسة الشيئية ؟
",,B,x400 ,x40,x100,x20,,0
9699,Palestine,STEM,Biology,High,مقدار تكبير العدسة الزيتية في المجهر الضوئي هو :,,C,X10,X15,X100,X1000,,0
9700,Palestine,STEM,Biology,High,ما مقدار التمييز للمجهر الضوئي المركب بالميكروميتر ؟,,B,0.1 ميكروميتر,0.2 ميكروميتر,0.3 ميكروميتر,0.4 ميكروميتر,,0
9701,Palestine,STEM,Biology,High,ما النتيجة المترتبة على زيادة مقدار التمييز في المجهر,,B,يقل وضوح الصورة ومقدار التكبير,يزداد وضوح الصورة ومقدار التكبير,يزداد وضوح الصورة ويقل مقدار التكبير,,,0
9702,Palestine,STEM,Biology,High,ما المجهر الذي تظهر فيه العضيات بالأبعاد الثلاثية ,,B,الضوئي المركب,الالكتروني الماسح,الالكتروني النافذ,الضوئي البسيط,,0
9703,Palestine,STEM,Biology,High,المجهر الذي تظهر فيه أجزاء نواة الخلية بوضوح :,,B,الضوئي التشريحي, الالكتروني النافذ,الضوئي المركب,المجهر البسيط,,0
9704,Palestine,STEM,Biology,High,أي المجاهر الآتية يستخدم في العمليات الجراحية الدقيقة ومشاهدة بعض أجزاء الكائن ؟,,B,الضوئي المركب,الضوئي التشريحي,الالكتروني النافذ, الالكتروني الماسح,,0
9705,Palestine,STEM,Biology,High,أي المجاهر الآتية لا يُعد من المجاهر الضوئية ؟,,D,المركب,البسيط,التشريحي, النافذ,,0
9706,Palestine,STEM,Biology,High,ما العضية التي تدخل في تصنيع الأغشية الخلوية وتعطي الخلية هيكلاً دعامياً ؟,,C,جهاز غولجي,الجسم الحال,الشبكة الاندوبلازمية,مايتوكندريا,,0
9707,Palestine,STEM,Biology,High,إحدى العضيات التالية مسئولة عن تصنيع الليبيدات في الخلية :,,B, الشبكة الاندوبلازمية الخشنة,الشبكة الاندوبلازمية الملساء,جهاز غولجي,الأجسام الحالة,,0
9708,Palestine,STEM,Biology,High, العضية المسؤولة عن تعديل تركيب البروتينات المصنعة من قبل الرايبوسومات,,C,الغشاء الخلوي,الشبكة الاندوبلازمية,جهاز غولجي,النوية,,0
9709,Palestine,STEM,Biology,High, أي الآتية لا تقوم بها الأجسام الحالة في الخلية :,,C,القيام بعمليات الهضم,التخلص من الخلايا التالفة والميتة,التخلص من المواد السامة,التخلص من الأنسجة التالفة أثناء تطور الأجنة,,0
9710,Palestine,STEM,Biology,High,إحدى العضيات التالية تحدث فيها معظم مراحل التنفس الخلوي.,,C,الرايبوسوم,جهاز غولجي,المايتوكندريا,الليسوسومات,,0
9711,Palestine,STEM,Biology,High,توجد البلاستيدات في الخلايا,,A,النباتية,الحيوانية,الفطرية,البكتيرية,,0
9712,Palestine,STEM,Biology,High,أي المحتويات الآتية لا توجد داخل الستروما في البلاستيدات الخضراء,,D,بروتينات,انزيمات و راببوسومات,DNA RNA,صبغة كلورفيل,,0
9713,Palestine,STEM,Biology,High,يتكون الرايبوسوم من وحدتين بنائيتين تتركب من,,B,DNA وبروتين,rRNA وبروتين,mRNA وبروتين,tRNA وبروتين,,0
9714,Palestine,STEM,Biology,High,يتكون المريكز من أنيبيبات دقيقة علي نمط :,,A,0+9,2+9,3+9,4+9 ,,0
9715,Palestine,STEM,Biology,High,تنشأ خيوط المغزل في الخلايا الحيوانية من,,B,الأجسام القاعدية,المريكزان,الأهداب,الأسواط,,0
9716,Palestine,STEM,Biology,High,تنشأ الأهداب والأسواط في الخلية من :,,A,الأجسام القاعدية,المريكزان, الغشاء الخلوي,الغلاف النووي,,0
9717,Palestine,STEM,Biology,High,تتكون الأهداب والأسواط من أنيبيبات دقيقة علي نمط :,,B,5+9,2+9,1+9,0+9,,0
9718,Palestine,STEM,Biology,High,شبكة من ألياف وأنيبيبات دقيقة تنتشر داخل السيتوسول في الخلية :,,C,الغشاء الخلوي,الجدار الخلوي,الهيكل الخلوي,جهاز غولجي,,0
9719,Palestine,STEM,Biology,High,يوجد الجدار الخلوي في جميع الخلايا التالية ما عدا,,B,الخلايا النباتية,الخلايا الحيوانية,الفطريات,بعض الطحالب,,0
9720,Palestine,STEM,Biology,High,جميع ما يلي من وظائف الجدار الخلوي ما عدا,,C,حماية الخلية,يمنعها من امتصاص الماء الزائد,يساهم في حركة الخلية,يحافظ علي شكلها,,0
9721,Palestine,STEM,Biology,High,إحدى العضيات الآتية لا توجد في الخلايا النباتية :,,D,أجسام غولجي,انيبيبات دقيقة,المايتوكندريا,السنتريول,,0
9722,Palestine,STEM,Biology,High,إحدى العضيات الاتية موجودة في الخلية الحيوانية والنباتية :,,D,جدار الخلية,البلاستيدات,المريكز,المايتوكوندريا,,0
9723,Palestine,STEM,Biology,High,أي الخلايا التالية أفضل في دراسة الأجسام الحالة ؟,,D,الخلايا العصبية,خلايا الدم الحمراء,الخلايا العضلية,خلايا الدم البيضاء,,0
9724,Palestine,STEM,Biology,High,بماذا تتميز الخلايا حقيقية النوى عن غيرها ؟,,A,تحتوي على بروتين الهستون,تكون المادة الوراثية دائرية الشكل,كمية المادة الوراثية قليلة جداً,لا تحتوي على عضيات عشائية,,0
9725,Palestine,STEM,Biology,High,بماذا تتميز الخلايا بدائية النوى عن غيرها ؟,,D,تحتوي على نواة حقيقية,تحتوي على عضيات عشائية, تكون المادة الوراثية خيطية الشكل,كمية المادة الوراثية قليلة,,0
9726,Palestine,STEM,Biology,High,أي العضيات تظهر على شكل أكياس غشائية وتوجد في الخلايا النباتية والحيوانية وتكثر في الخلايا الافرازية .,,A,جهاز عواجي,الأجسام الحالة, الشبكة الاندوبلازمية,المايتوكندريا,,0
9727,Palestine,STEM,Biology,High,أي الآتية لا تعد من وظائف جهاز غولجي ؟,,D,إنتاج كربوهيدرات عديدة التسكر .,تصدير الانزيمات الهاضمة لليسوسومات.,تعديل تركيب البروتينات المصنعة في الرايبوسومات.,يشترك مع الشبكة الاندوبلازمية في تكوين البيروكسيسومات.,,0
9728,Palestine,STEM,Biology,High,أي العضيات الآتية تشترك مع بعضها في تكوين الأجسام الحالة ؟,,B,الشبكة الاندوبلازمية والبيروكسيسومات,جهاز غولجي والشبكة الاندوبلازمية,المايتوكندريا والفجوات العصارية,جهاز غولجي والمايتوكندريا,,0
9729,Palestine,STEM,Biology,High,أي الآتية تعد وصفاً دقيقاً للفجوات في الخلية الحيوانية ؟,,A,كثيرة العدد وصغيرة الحجم,كثيرة العدد وكبيرة الحجم,قليلة العدد وكبيرة الحجم,قليلة العدد وصغيرة الحجم,,0
9730,Palestine,STEM,Biology,High,أي الآتية ليست من خصائص البيروكسيسومات في الخلية ,,B,تحتوي على انزيمات مؤكسدة,تحتوي على انزيمات هاضمة,تعد من العضيات الغشائية,تنشأ من انقسام بيروكسيسومات سابقة,,0
9731,Palestine,STEM,Biology,High,ما المكونات الأساسية للخلية حقيقية النواة ؟,,C,الغشاء الخلوي والسيتوسول والنواة,الغلاف النووي والسيتوبلازم والمايتوكندريا,الغشاء الخلوي والسيتوبلازم والنواة,السيتوبلازم والأجسام الحالة والفجوات,,0
9732,Palestine,STEM,Biology,High,ما العضية التي لا تعد من العضيات السيتوبلازمية الغشائية الخلوية ؟,,A,الرابيبوسومات,البيروكسيسومات,الليسوسومات,البلاستيدات,,0
9733,Palestine,STEM,Biology,High,أي العضيات الآتية تُصنف من العضيات السيتوبلازمية الغشائية ؟,,B,الجسم المركزي والرايبوسوم والجسم الحال,الليسوسومات والبيروكسيسومات والبلاستيدات,الشبكة الاندوبلازمية والسنتروسوم وجهاز غولجي,الرايبوسومات والجسم الحال والمايتوكندريا,,0
9734,Palestine,STEM,Biology,High,أي الخلايا الآتية تنضج في مرحلة النمو الأول ولا تنقسم مرة أخرى,,B,خلايا الدم البيضاء,العصبونات,الصفائح الدموية,خلايا العظم,,0
9735,Palestine,STEM,Biology,High,تستكمل الخلية عملية النمو و بناء البروتينات والانزيمات في طور .,,C,النمو الأول,بناء المادة الوراثية,النمو الثاني,النمو الصفري,,0
9736,Palestine,STEM,Biology,High,مرحلة من مراحل الطور البيني التي تحتل ما يقارب نصف زمن دورة الدورة الكاملة هو,,B,G1,S,G2,M,,0
9737,Palestine,STEM,Biology,High,أطول أدوار الانقسام المتساوي الدور,,A,التمهيدي,الاستوائي,الانفصالي,النهائي,,0
9738,Palestine,STEM,Biology,High,ما الدور الذي يعد من أقصر أدوار الانقسام المتساوي زمناً ؟,,C,التمهيدي,الاستوائي,الانفصالي,النهائي,,0
9739,Palestine,STEM,Biology,High,جميع ما يلي من العوامل التي تأثر في تراكم السايكلين ما عدا,,C,الهرمونات,عامل حجم الخلية,العامل وراثي,موقع الخلية في النسيج,,0
9740,Palestine,STEM,Biology,High,خلية تحتوي على 16 كروموسوم في المرحلة النمو الأول فكم يكون عدد الكروموسومات في مرحلة النمو,,B,8,16,32,35,,0
9741,Palestine,STEM,Biology,High, خلية تحتوي على 12 كروموسوم متضاعف فإن عدد الكروماتيدات فيها هو,,D,6,12,18,24,,0
9742,Palestine,STEM,Biology,High,خلية بها 18 كروماتيد فإن عدد الكروموسومات فيها هو,,A,9,18,24,36,,0
9743,Palestine,STEM,Biology,High,في أي دور من أدوار الانقسام المتساوي تحدث عملية انقسام السيتوبلازم,,D,التمهيدي,الاستوائي,الانفصالي,النهائي,,0
9744,Palestine,STEM,Biology,High,تبقى خلايا العضلات الهيكلية طيلة فترة حياتها في :,,A,طور السكون الدائم,طور السكون المؤقت,مرحلة بناء DNA,مرحلة النمو الثاني,,0
9745,Palestine,STEM,Biology,High,ما الخلايا التي لا تنقسم إلا لإصلاح الخلايا التالفة منها ؟,,B,العضلات الهيكلية,الكبد,الدم الحمراء الناضجة,العصبونات,,0
9746,Palestine,STEM,Biology,High,ما أهمية تراكم بروتين السايكلين في تنظيم دورة الخلية ؟,,B,يقلل من سرعة الانقسام الخلوي,ينشط الانقسام المتساوي,ينظم الموت المبرمج للخلايا,يُعدل من تركيب البروتينات,,0
9747,Palestine,STEM,Biology,High,ما الهدف من الانقسام المتساوي في الكائنات وحيدة الخلية ؟,,A,التكاثر وزيادة عددها,النمو والتطور,اصلاح الخلايا التالفة,تجديد الخلايا والأنسجة,,0
9748,Palestine,STEM,Biology,High,بماذا تسمى القطعة المركزية التي تصل بين كروماتيدين شقيقين ؟,,B,السنتروسوم,السنترومير,السنتريول,الرايبوسوم,,0
9749,Palestine,STEM,Biology,High, دور في الانقسام المتساوي يبدأ فيه الغلاف النووي بالتحلل وتختفي النوية وتنشأ الخيوط المغزلية :,,A,التمهيدي,الاستوائي,الانفصالي,النهائي,,0
9750,Palestine,STEM,Biology,High,أي التغيرات الآتية تحدث في الدور النهائي من الانقسام المتساوي ؟,,C, تبدأ خيوط المغزل بالتكون, تصطف الكروموسومات وسط الخلية,يبدأ الغشاء النووي بالظهور,تختفي النوية,,0
9751,Palestine,STEM,Biology,High,لدور الذي تظهر فيه تقاطع الكروماتيدات غير الشقيقة للكروموسومات المتناظرة هو:,,A,التمهيدي الأول,الاستوائي الأول,الانفصالي الأول, التمهيدي الثاني,,0
9752,Palestine,STEM,Biology,High,تترتب الكروموسومات على شكل ازواج متقابلة وسط الخلية الحيوانية في الدور :,,B,الاستوائي, الاستوائي الأول,الاستوائي الثاني, التمهيدي الأول,,0
9753,Palestine,STEM,Biology,High,عدد الحيوانات المنوية الناتجة عن الانقسام المنصف لـ 4 خلايا منوية أولية في الانسان هو :,,D,2,4,8,16,,0
9754,Palestine,STEM,Biology,High,تحتاج عملية تكوين الحيوانات المئوية منذ بدايتها:,,D,7 أيام,أسبوعين,4 أسابيع,7 أسابيع,,0
9755,Palestine,STEM,Biology,High, تكون عملية تكوين الحيوانات المنوية تحت سيطرة هرمونات الغدة :,,D,الكظرية,الدرقية,الجاردرقية,النخامية,,0
9756,Palestine,STEM,Biology,High,احد الخلايا الآتية تحتوي على العدد النصفي من الكروموسومات:,,A,الخلية البيضية الثانوية,الخلية البيضية الأم,الخلية التناسلية الأولية,الخلية البيضية الأولية,,0
9757,Palestine,STEM,Biology,High, أحد الآتية تحتوي على العدد الضعفي من الكروموسومات,,C,الجسم القطبي الأول,الخلية المئوية الثانوية,البويضة المخصبة,الطليعة المئوية,,0
9758,Palestine,STEM,Biology,High,عند دخول الخلية المئوية الأولية المرحلة الأولى من الانقسام المنصف ينتج :,,A,الخلية المئوية الثانوية,الطلائع المئوية,الخلية التناسلية الأولية,الحيوان المنوي,,0
9759,Palestine,STEM,Biology,High,عندما تدخل الخلية المئوية الثانوية المرحلة الثانية من الانقسام المنصف ينتج:,,A,طلائع مئوية,الخلية المئوية الأولية,الخلية التناسلية الأولية,الحيوان المنوي,,0
9760,Palestine,STEM,Biology,High,توجد المايتوكندريا في أحد الأجزاء الآتية من الحيوان المنوي,,D,الرأس,الذيل,العنق,القطعة الوسطة,,0
9761,Palestine,STEM,Biology,High,"عدد الحيوانات المنوية الناتجة من انقسام 6 خلايا مئوية أولية هي :
",,D,6,12,18,24,,0
9762,Palestine,STEM,Biology,High,عدد الحيوانات المئوية الناتجة من انقسام 7 خلايا مئوية ثانوية :,,B,7,14,21,30,,0
9763,Palestine,STEM,Biology,High,عدد الحيوانات المئوية الناتجة من تمايز 40 طليعة مئوية في الانسان هي :,,B,20,40,46,47,,0
9764,Palestine,STEM,Biology,High,عدد الكروموسومات في الخلية البيضية الأولية في الانسان :,,C,23,24,46,47,,0
9765,Palestine,STEM,Biology,High,عدد كروموسومات الجسم القطبي الأول في الانسان,,A,23,23 زوجا,46, 46 زوجا,,0
9766,Palestine,STEM,Biology,High,ينتج الجسم القطبي الأول من انقسام :,,A,الخلية البيضية الأولية,الخلية البيضية الثانوية,الخلية التناسلية,الخلية البيضية الام,,0
9767,Palestine,STEM,Biology,High,ناتج انقسام خليتين تناسليتين في المبيض تعرضنا للانقسام المنصف بمرحلتيه هو :,,C,بويضة ناضجة و 3 اجسام قطبية,بويضة ناضجة فقط,بويضتان ناضجتان و 6 اجسام قطبية,بويضة مخصية,,0
9768,Palestine,STEM,Biology,High,عدد كروموسومات البويضة الناضجة في مبيض انثى الانسان,,B,22,23,46,47,,0
9769,Palestine,STEM,Biology,High,عدد كروموسومات البويضة المخصبة هو :,,C,23 كروموسوم,24 كروموسوم,23 زوجاً ,46 زوج,,0
9770,Palestine,STEM,Biology,High,ينتج الجسم القطبي الثاني من انقسام :,,B,الخلية البيضية الأولية,الخلية البيضية الثانوية,الخلية التناسلية,الخلية البيضية الام,,0
9771,Palestine,STEM,Biology,High,عدد كروموسومات خلية عضلية في جدار رحم انثى الانسان :,,B,23,46,47,48,,0
9772,Palestine,STEM,Biology,High,عدد كروموسومات خلية تحتوي 24 من الكروماتيدات الشقيقة :,,B,11,12,24,30,,0
9773,Palestine,STEM,Biology,High,عدد الكروماتيدات الشقيقة لخلية بها 16 كروموسوم,,D,12,16,23,32,,0
9774,Palestine,STEM,Biology,High, يتركب الكروموسوم من :,,C,RNA وبروتين,RNA فقط,DNA وبروتين,بروتين,,0
9775,Palestine,STEM,Biology,High,الانزيم الذي يربط النيوكليوتيدات الجديدة بالنيوكليوتيدات القديمة بشكل متمم :,,A,انزيم البلمرة,انزيم هيليكيز,انزيم اللايبيز, انزیم کتالیز,,0
9776,Palestine,STEM,Biology,High,نوع السكر الداخل في تركيب نيوكليوتيد DNA :,,C,رايبوز,غلوكوز,رايبوز منقوص الأكسجين,سكروز,,0
9777,Palestine,STEM,Biology,High,عدد الروابط الهيدروجينية التي تربط بين القاعدة أدنين وثايمين في DNA :,,B,1,2,3,4,,0
9778,Palestine,STEM,Biology,High,جميع القواعد التالية تدخل في تركيب DNA ما عدا :,,C,ادنين,ثايمين,يوراسيل,سايتوسين,,0
9779,Palestine,STEM,Biology,High,جزء من DNA يحتوى تسلسل خاص من القواعد النيتروجينية لصفة محددة,,A,الجين,RNA,الطفرة,نيوكليوسم,,0
9780,Palestine,STEM,Biology,High,عدد الروابط الهيدروجينية التي تربط بين القاعدتين النيتروجينيتين C و G في DNA :,,C,1,2,3,4,,0
9781,Palestine,STEM,Biology,High,"ترتبط مجموعات الفوسفات في النيوكليوتيد بذرة الكربون رقم..... الجزيء السكر
",,D,1,2,3,5,,0
9782,Palestine,STEM,Biology,High,وحدة بناء الحمض النووي هي,,B,نيوكليوسوم,نيكليوتايد,السكر الخماسي,مجموعة فوسفات,,0
9783,Palestine,STEM,Biology,High,تحدث عملية تضاعف DNA في مرحلة,,A,S,M,G1,G2,,0
9784,Palestine,STEM,Biology,High,الانزيم الذي يعمل على فك الالتواء وفصل سلسلتي DNA,,B,انزيم بلمرة,انزيم هليكيز,انزيم ليجيز,انزيم كتليز,,0
9785,Palestine,STEM,Biology,High,القاعدة النيتروجينية التي لا تدخل في RNA,,A,ثايمين,غوانين,ادنين,يوراسيل,,0
