ID,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
5259,,Social Science,Social Science,Middle,من أبرز مزارع إنتاج الدواجن في دولة قطر مزرعة :-,,C,الخور.,أم قرن.,الشمال.,مسيعيد,,0
5260,,Social Science,Social Science,Middle,تتنوع مظاهر السطح في الوطن العربي نتيجة ل :-,,C,ضيق أراضيه.,تعدد الجزر.,كثرة خلجانه.,اتساع مساحته.,,0
5261,,Social Science,Social Science,Middle,أنعم الله على بلادنا العربية بثروات كبيرة من النفط والغاز الطبيعي حيث يعد الغاز الطبيعي من أهم مصادر الطاقة في الآونة الأخيرة ويرجع السبب في ذلك إلى :-,,D,لقلة حاجته لرؤوس الأموال.,استخدامه في الصناعات.,أكثر تلوثاً للبيئة من الفحم.,توافره بكميات قليلة .,,0
5262,,Social Science,Social Science,Middle,أدى سلوك الإنسان تجاه البيئة والتطور الذي شهدته الصناعة ووسائل النقل والمواصلات إلى مشاكل بيئية عديدة منها التلوث فيرجع سبب التلوث إلى :-,,A,الاستفادة من المخلفات .,المحافظة على نظافة المياه.,تركيب أجهزة تنقية على المداخن.,تسرب الزيوت من السفن.,,0
5263,,Social Science,Social Science,Middle,معظم سكان القرى يعملون بحرفة :-,,A,التجارة.,الزراعة.,الرعي.,الصناعة.,,0
5264,,Social Science,Social Science,Middle,تغطي الغابات مساحات قليلة من الوطن العربي ويرجع السبب إلى :-,,D,الأسمدة العضوية.,قلة الأمطار .,ارتفاع الحرارة.,خصوبة التربة.,,0
5265,,Social Science,Social Science,Middle,يعد القطاع التجاري أكثر القطاعات الاقتصادية استفادة من النقل البحري وذلك لأنها:-,,B,قلة حمولتها ..,سرعة وصولها.,أرخص أنواع النقل.,كثرة تكلفتها .,,0
5266,,Social Science,Social Science,Middle,"""استغلال طاقات الأفراد وتعليمهم مهارات جديدة"" “يعتبر من :-",,D,أنواع التطوع .,أشكال التطوع,فوائد التطوع.,العمل التطوعي .,,0
5267,,Social Science,Social Science,Middle,من الاستراتيجيات لتحسين الصحة والسلامة الشخصية :-,,A,إهمال النشاط الرياضي.,توفير لقاحات الأمراض.,الإفراط في تناول الأطعمة.,الجلوس بشكل خاطئ .,,0
5268,,Social Science,Social Science,Middle,لغتنا العربية الات 0 أ العربية هي وسيلة الاتصال والتفاهم بين أبناء الأمة وذلك لأنها:-,,A,تاريخا مجيداً زاخراً بالانتصارات .,تسهم في تشكيل الهوية الثقافية والاجتماعية,حلقة وصل تربط الماضي بالحاضر.,تواكب التطورات العلمية في المجالات المختلفة,,0
5269,,Social Science,Social Science,Middle,بعد توقيع رؤساء الحكومات ١ ِ ثاؤ 1 ِ ب توايع ويام الحار ات العربية على ميثاق جامعة الدول العربية تقرر أن يكون مقر,,D,المغرب .,مصر.,تونس.,اقطر.,,0
5270,,Social Science,Social Science,Middle,على التراث العربي الإسلامي تم إنشاء متحف الفن الإسلامي والذي يضم:,,A,700 قطعة أثرية.,800 قطعة أثرية.,600 قطعة أثرية.,500 قطعة أثرية.,,0
5271,,Social Science,Social Science,Middle,استقلت دولة الكويت عام 1961 م في عهد الشيخ :-,,B,صباح جابر الصباح,عبد الله السالم الصباح,سعد العبد الله الصباح,أحمد الجابر الصباح,,0
5272,,Social Science,Social Science,Middle,كانت قطر تابعة لحكم المناذرة في عصر : -,,C,الكاشيين,الإغريق,الساسانيين,الرومان,,0
5273,,Social Science,Social Science,Middle,ترجع أصول أسرة آل ثاني إلى قبيلة بني تميم التي تسكن منطقة :-,,D,جبرين,فويرط,سلوى,اشيقر,,0
5274,,Social Science,Social Science,Middle,استطاع المرتدون السيطرة على منطقة الخليج العربي بقيادة زعيمهم :-,,A,الخُطم بن ضبيعة,الجارود بن العبدي,سوار بن همام,لقيط بن مالك,,0
5275,,Social Science,Social Science,Middle,أي من الدول الخليجية التالية تبلغ مساحتها حوالي 11.850كم 2 ؟,,D,الإمارات,البحرين,عُمان,قطر,,0
5276,,Social Science,Social Science,Middle,يرجع أسباب انخفاض معدل المواليد في دولة قطر إلى :-,,B,إتباع سياسة تنظيم النسل,زيادة نسبة العمالة الوافدة,قلة الرعاية الصحية,تأخر سن الزواج,,0
5277,,Social Science,Social Science,Middle,زيارة العيون الكبريتية تمثل السياحة :-,,C,العلاجية,الثقافية,الترفيهية,الرياضية,,0
5278,,Social Science,Social Science,Middle,تشترك مدينة مسيعيد بدولة قطر و الشعيبة بدولة الكويت في :-,,B,إنتاج البترول,زراعة الأعلاف و الحبوب,تربية الدواجن,صناعة تكرير البترول,,0
5279,,Social Science,Social Science,Middle,من أشهر الأودية في دولة الإمارات العربية المتحدة وادي :-,,B,حنيفة,الرمة,حلفين,مهاني,,0
5280,,Social Science,Social Science,Middle,حدد أهم الأسباب التي تودي إلى تلوث الهواء و التربة :-,,A,ناقلات البترول,الانفجارات النووية,مصدات الرياح,الرعي الجائر,,0
5281,,Social Science,Social Science,Middle,المصدر الرئيس للصحة النفسية لدى الشباب :-,,B,جماعة الأقران,الأنشطة المدرسية,المدرسة,الأسرة,,0
5282,,Social Science,Social Science,Middle,يستطيع الزائر لبلادنا الحبيبة قطر أن يتعرف على تراثها العريق من خلال زيارته ل :,,D,مجمع فيلاجو.,متحف الفن الإسلامي,الحي الثقافي ( كتارا ),سوق واقف,,0
5283,,Social Science,Social Science,Middle,تختلف الأسرة المحدودة ( النووية ) عن الأسرة الممتدة في :-,,D,التمسك بالعادات و التقاليد,العلاقات المتعددة بين أفرادها,الاستقلالية في المسكن و المدخل,الاعتماد على الجدين,,0
5284,,Social Science,Social Science,Middle,استقلت دولة قطرا عام 1971 م في عهد الشيخ :-,,A,أحمد بن علي آل ثاني.,حمد بن خليفة آل ثاني.,خليفة بن حمد آل ثاني.,علي بن عبدالله آل ثاني.,,0
5285,,Social Science,Social Science,Middle,سبب تسمية حضارة دلمون :-,,A,لإحاطة مياه البحر بها من كل الجوائب .,لأنها اشتهرت بوفرة معدن النحاس .,نسبة الى المكان الأول الذي اكتشفت فيه.,لموقعها في منطقة مهمة في الصحراء.,,0
5286,,Social Science,Social Science,Middle,أصدر الملك عبدالعزيز آل سعود مرسوماً بتوحيد أقاليم المملكة إلى مملكة واحدة وذلك في عام :-,,A,1932م.,1934م.,1933م.,1931م.,,0
5287,,Social Science,Social Science,Middle,ترتفع نسبة سكان المدن في دول الخليج العربية بعد ظهور البترول وذلك:,,D,لتأخر سن الزواج.,لتوفر كافة الخدمات.,ارتفاع معدل الوفيات.,لوجود المناطق الصحراوية.,,0
5288,,Social Science,Social Science,Middle,مدينة تقع غرب دولة قطر وحظيت بأهمية كبيرة منذ اكتشاف البترول في حقلها :,,A,مسيعيد .,الوكرة.,دخان.,الدوحة.,,0
5289,,Social Science,Social Science,Middle,"دائرة عرض رئيسية درجتها 23.5"" تمر على ثلاث دول خليجية وهي :-",,B,مدار الجدي.,خط الاستواء.,مدار السرطان.,خط جرينتش.,,0
5290,,Social Science,Social Science,Middle,دولة قطر لا تعد دولة زراعية وذلك بسبب:-,,A,طبيعة الأرض الصحراوية.,وجود الانهار في أراضيها.,لكثرة سقوط الأمطار.,لأعتدل مناخها.,,0
5291,,Social Science,Social Science,Middle,"""عبارة عن كتل صخرية مرجانية تنتشر أمام السواحل القطرية ""يقصد بهذا المفهوم :-",,D,السبخات .,الفشوت .,الأخوار .,الدوحات .,,0
5292,,Social Science,Social Science,Middle,مرحلة النضج الحسي والعقلي وتحمل المسؤولية وتكوين الأسرة :-,,D,الشباب.,الطفولة المبكرة.,سن الرشد.,الطفولة .,,0
5293,,Social Science,Social Science,Middle,سلطة يتولاها الأمير ويعاونه مجلس الوزراء:-,,C,الاقتصادية.,التنفيذية.,التشريعية.,القضائية.,,0
5294,,Social Science,Social Science,Middle,يمكن المحافظة على صحة الإنسان عن طريق:-,,D,تعاطي المنبهات.,الأفراط في الأطعمة.,ممارسة الرياضة.,التدخين.,,0
5295,,Social Science,Social Science,Middle,ما يقدمه المعرس من حلي ومجوهرات وملابس قبل الزواج يسمى:-,,D,الدزة.,القلافة.,الدراعة.,الثوب.,,0
5296,,Social Science,Social Science,Middle,يواجه الشباب مشكلات صحية ويمكن معالجتها من خلال :-,,B,الإسهام في الخدمات الاجتماعية.,تناول الوجبات السريعة.,الابتعاد عن الآخرين.,اتباع الأساليب الغذائية السليمة.,,0
5297,,Social Science,Social Science,Middle,أي من الأشكال الاستعمارية الآتية فرضته بريطانيا على العراق و فلسطين ؟,,A,الوصاية,المعاهدات,الانتداب,الاحتلال,,0
5298,,Social Science,Social Science,Middle,انتهت الدولة الكلدانية عام 538 ق .م على يد :-,,B,البطالمة,الروم,الهكسوس,الفرس,,0
5299,,Social Science,Social Science,Middle,"يصنف "" كبار التجار و الحرفين "" في المجتمع المصري القديم ضمن:-",,B,الطبقة العليا,الطبقة الدنيا,طبقة الكهنة,الطبقة الوسطى,,0
5300,,Social Science,Social Science,Middle,مؤسس الدولة العثمانية هو السلطان :-,,D,سليمان القانوني,أرطغرل بن سليمان شاه,عثمان بن أرطغرل,أورخان بن عثمان,,0
5301,,Social Science,Social Science,Middle,من مميزات السهول الساحلية للبحر المتوسط في العالم الإسلامي أنها :-,,C,فيضية,خصبة,رملية,حصوية,,0
5302,,Social Science,Social Science,Middle,من أشهر العيون في العالم الإسلامي عين موسى و توجد في منطقة : -,,D,الهفوف,الموصل,سيناء,العين,,0
5303,,Social Science,Social Science,Middle,للنقل أهمية كبرى للعالم الإسلامي حيث أنه يساهم في زيادة :-,,B,حركة التجارة,نسبة الازدحام,معدلات الهجرة,عدد السكان,,0
5304,,Social Science,Social Science,Middle,تقدر مساحة العالم الإسلامي حوالي :-,,B,40 مليون كم 2,50 مليون كم 2,32 مليون كم 2,52 مليون كم 2,,0
5305,,Social Science,Social Science,Middle,تعاني معظم دول العالم الإسلامي من أزمة في الأمن الغذائي وذلك بسبب :-,,C,ترشيد الاستهلاك,التغيرات المناخية,قلة السدود,ارتفاع الأسعار,,0
5306,,Social Science,Social Science,Middle,يتركز سكن العلم الإسلامي في المناطق:-,,C,السهلية ذات المناخ المعتدل,الغابية لنمو الأشجار الكثيفة,الصحراوية حيث الكثبان الرملية,المرتفعة حيث القمم الجبلية,,0
5307,,Social Science,Social Science,Middle,صل أولى دول العالم الإسلامي في إنتاج المطاط هي :-,,A,اندونيسيا,ماليزيا,نيجيريا,تركيا,,0
5308,,Social Science,Social Science,Middle,تأسست أول جمعية تطوعية في دولة قطر عام 1976 م وهي :-,,C,مركز أصدقاء البيئة .,مؤسسة الهلال الأحمر القطري .,دار تنمية الأسرة .,الجمعية القطرية لرعاية وتأهيل المعاقين .,,0
5310,,Social Science,Social Science,Middle,""" هي الوسيلة الأساسية للتواصل والتعبير عن الأفكار ومن خلالها يتم نقل الخبرات وثقافة الآباء والأجداد إلى الأبناء ""... تشير العبارة السابقة :-",,C,الدين الإسلامي,اللغة العربية,الثقافات الأخرى,العادات والتقاليد,,0
5311,,Social Science,Social Science,Middle,بدأ تاريخ الحضارة المصرية القديمة بالعصر العتيق 3200 ق.م ومن أهم ملوكهم موحد القطرين وذلك بعد أن دمج مملكة الشمال ومملكة الجنوب في دولة واحدة الملك:,,D,منحوتب.,الهكسوس.,سنوسرت.,مينا.,,0
5312,,Social Science,Social Science,Middle,"""عمل الاستعمار على تجزئة العالم الإسلامي ٠مما أدى إلى ظهور مشكلة الحدود بين الدول""؛ يعتبر ذلك من مساوئ الاستعمار من الناحية :-",,A,السياسية.,الثقافية.,الاجتماعية.,التعليمية.,,0
5313,,Social Science,Social Science,Middle,ارتفاع تكاليف الإنتاج الزراعي وخاصة في البيئات ذات الظروف القاسية الصحراوية ؛تعتبر من أسباب الأزمة :-,,D,الاجتماعية.,السياسية.,المائية.,الغذائية .,,0
5314,,Social Science,Social Science,Middle,تميز النقل النهري برخصة وكفاءته العالية ولكنه لا يوجد بكثرة في العالم الإسلامي وذلك بسبب:-,,B,اتساع مساحة البحار.,قلة الأنهار الصالحة للملاحة .,كثرة الشعب المرجانية في الأنهار .,ضيق مساحة الأنهار.,,0
5315,,Social Science,Social Science,Middle,تعتبر اندونيسيا وبنجلادش وباكستان ونيجيريا من الدول عدد سكانها:-,,C,قليل.,متفرق.,كثير.,متوسط.,,0
5316,,Social Science,Social Science,Middle,تعد الصناعة البتروكيماوية الأولى في العالم الإسلامي وذلك بسبب:-,,D,استخدامه في الصناعات الغذائية.,صعوبة تصديره إلى الخارج.,توفره بكميات قليلة.,ضخامة إنتاج العالم لإسلامي.,,0
5317,,Social Science,Social Science,Middle,ما النتيجة المترتبة على تعامد أشعة الشمس على مدار السرطان في فصل الصيف في منطقة العالم الإسلامي؟,,C,تقل درجات الحرارة كلما اتجهنا شمالاً.,هبوب الرياح الموسمية الجنوبية الغربية .,ارتفاع درجات الحرارة على القسم الأوسط .,"اعتدال درجات الحرارة على القسم الأوسط.,",,0
5318,,Social Science,Social Science,Middle,ما النتيجة المترتبة على حدوث الأزمة المائية في العالم الإسلامي ؟,,C,زيادة المياه الجوفية .,كثرة أعداد الحيوانات.,جفاف المراعي.,زيادة المحاصيل الزراعية.,,0
5319,,Social Science,Social Science,Middle,الزيادة الطبيعية هي :-,,C,عدد سكان أي دولة أو إقليم خلال فترة مقسوماً على مساحتها.,تقسيم العالم الإسلامي إلى ذكور وإناث حسب الفئات العمرية .,الفرق بين معدلات المواليد والوفيات خلال فترة زمنية معينة.,هجرة أعداد كبيرة من الأيدي العاملة من الدول الغير إسلامية.,,0
5320,,Social Science,Social Science,Middle,تلعب القوات البرية أدواراً مهمة وعظيمة في حماية وطننا الغالي قطر ؛ فمن أبرز مهامها :-,,A,توفير حياه أفضل للمواطنين من خلال تحقيق الأمن .,الدفاع عن الوطن من أي هجوم يأتي عن طريق البحر.,مكافحة الأخطار التي تأتي عن طريق البحر,حماية أرض دولة قطر وذلك عن طريق الطائرات جواً,,0
5321,,Social Science,Social Science,Middle,( من رأى منكم منكرا فليغيره بيده ؛ فإن لم يستطع فبلسانه ؛ فإن لم يستطع فبقلبه ٠ وذلك أضعف الإيمان ) رواه مسلم . يشير هذا الحديث إلى مجال من مجالات حرية الرأي والتعبير وهو:-,,C,الشورى بالأمر.,‬‬‫بالخالفة‬ ‫البٌعـة .‬,الأمر بالمعروف.,اجتهاد العلماء .,,0
5322,,Social Science,Social Science,Middle,""" تهدف عملية التثقيف الصحي إلى:-",,B,الحرص على مدمرات الصحة .,التوجيه لاكتساب المعلومات الصحية .,التعرض لأشعة الشمس الحارقة يومياً.,تعاطي المنبهات والمنشطات.,,0
5323,,Social Science,Social Science,Middle,قامت دولة ة في مث ْ ذ شهر قطر بالعمل في مشروع المعونات غذائية والذ ٌّ 0 مل في ات الغذائية والذي استمر لمده شهرين ولة الصومال واستفاد منه حوالي 1000 أسره في إقليم جدو وذلك بوا مط مؤسسة: -,,B,مركز أصدقاء البيئة.,الهلال الأحمر القطري.,المؤسسة القطرية لرعاية المسنين.,المؤسسة القطرية لرعاية الأيتام.,,0
5324,Jordan,Social Science,Social Science,Primary,دلالة اللون الأحمر في إشارات المرور للسيارات هي ………,,D,انطلق,استعد لعبور الشارع,اعبر الشارع,قف,,0
5325,Jordan,Social Science,Social Science,Primary,إرشادات تكون في الحدائق العامة ………,,D,عدم الركض والوقوف في الطابور,جميع ما سبق,احترام النشيد الوطني,عدم تسلق الأجار أو تكسيرها,,0
5326,Jordan,Social Science,Social Science,Primary,يلعب أسامة في منتصف الشارع ، ماهو تصرف أسامة …….؟,,C,تصرف سليم,لا أعترض عليه,تصرف خاطئ,أؤيد أسامة,,0
5327,Jordan,Social Science,Social Science,Primary,…… هي سلوكات نقوم بها باستمرار .,,C,الإرشادات,الالتزامات,العادات,المسؤولية,,0
5328,Jordan,Social Science,Social Science,Primary,أي من التالي يعتبر سلوك صحيح .,,B,أقف على حافة الشرفة في المنزل,اصطف بانتظام عند الشراء من المقصف,تسلق وائل إحدى الأشجار,أقف فوق المقاعد المدرسية,,0
5329,Jordan,Social Science,Social Science,Primary,ما هي ألوان الإشارات الضوئية ……,,D,أصفر,أحمر,أخضر,جميع ماسبق,,0
5330,Jordan,Social Science,Social Science,Primary,تمتاز …….. المملكة الأردنية بشوارعها الواسعة .,,C,سوريا,قرية,مدينة,بادية,,0
5331,Jordan,Social Science,Social Science,Primary,أين يعيش سكان الأردن ……,,D,المدينة,البادية,القرية,جميع ما سبق,,0
5332,Jordan,Social Science,Social Science,Primary,الإرشادات التي تكون داخل الصف هي ……..,,D,احترام النشيد الوطني,عدم تسلق الأشجار أو تكسيرها,عدم الركض في الطابور,النظافة والترتيب,,0
5333,Jordan,Social Science,Social Science,Primary,……. مجموعة من القوانين والإرشادات والرموز تدلنا على التصرفات السليمة وتبعدنا عن الأخطار .,,D,النظام,المسؤولية,العادات,الإرشادات,,0
5334,Jordan,Social Science,Social Science,Primary,…… أكلة شعبية  أردنية ورثناها عن أجدادنا .,,B,المسخن,المنسف,المقلوبة,المسخن,,0
5335,Jordan,Social Science,Social Science,Primary,يعتبر احترام النشيد الوطني من إرشادات ……,,B,الحديقة العامة,ساحة المدرسة,غرفة الصف,المسجد,,0
5336,Jordan,Social Science,Social Science,Primary,دلالة إشارة المرور باللون الأخضر خاصة بالمشاة ……,,B,استعد للسير,انطلق,استعد لعبور الشارع,قف,,0
5337,Jordan,Social Science,Social Science,Primary,من فوائد التسامح ……..,,D,نشر المحبة بين الناس,كسب الأجر والثواب,التحلي بالأخلاق الحسنة,جميع ما سبق,,0
5338,Jordan,Social Science,Social Science,Primary,يعيش سكان ….. في بيوت من الشعر ويربون الأغنام .,,C,القرية,المدينة,البادية,الطائرة,,0
5339,Jordan,Social Science,Social Science,Primary,…….الأشياء التي لا أستطيع العيش دونها.,,B,الطعام,الحقوق,الواجبات,التعليم,,0
5340,Jordan,Social Science,Social Science,Primary,…….أن أتعلم.,,A,حقي,واجبي,عمل تطوعي,المساعدة,,0
5341,Jordan,Social Science,Social Science,Primary,من حقي الاحتفال بالانتصار ، من واجبي ………,,B,احترام المحتفل,احترام الفريق الخاسر,الاحتفال بالانتصار,جميع ماسبق,,0
5342,Jordan,Social Science,Social Science,Primary,يعتبر الحصول على الغذاء من ……,,A,الحقوق,الواجبات,العمل التطوعي,الطعام,,0
