ID,Source,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
12332,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
من [فراغ] ؟ (معلم)",,A,هذا,هذه,,,,0
12333,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ما [فراغ] ؟ (سيارة)",,B,هذا,هذه,,,,0
12335,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ما [فراغ] (مِلْعَقَة)",,B,هذا,هذه,,,,0
12336,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ما [فراغ] ؟ (قِط)",,A,هذا,هذه,,,,0
12337,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
من [فراغ] ؟ (رجُل)",,A,هذا,هذه,,,,0
12338,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ما [فراغ] ؟ (طَبَق)",,A,هذا,هذه,,,,0
12339,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] طبيبة؟ لا، هذه مُمَرِّضة.",,A,أ هذه,أ هذا,ما,هذه,هذا,0
12340,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ما [فراغ] ؟ هذه شقة.",,D,أ هذه,أ هذا,ما,هذه,هذا,0
12341,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] هذا ؟ هذا بيت.",,C,أ هذه,أ هذا,ما,هذه,هذا,0
12342,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ]حَقِيبَتُكَكَ؟ نعم، هذه حَقِيبَتِي.",,A,أ هذه,أ هذا,ما,هذه,هذا,0
12343,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] قَلَمُكَ؟ نعم، هذا قلمي.",,B,أ هذه,أ هذا,ما,هذه,هذا,0
12344,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
من [فراغ] ؟ هَذا أخِي.",,E,أ هذه,أ هذا,ما,هذه,هذا,0
12345,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
من [فراغ] ؟ هذا جَدِّي.",,E,أ هذه,أ هذا,ما,هذه,هذا,0
12346,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] كِتابُك؟ لا، هذا كِتابُ المُعَلِّم.",,B,أ هذه,أ هذا,ما,هذه,هذا,0
12347,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ما [فراغ] ؟ هَذِهِ قِطَّتِي.",,D,أ هذه,أ هذا,ما,هذه,هذا,0
12348,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
من [فراغ]. ؟ هذه أُمَي.",,D,أ هذه,أ هذا,ما,هذه,هذا,0
12349,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] جنديان شجاعان.",,C,هؤلاء,هاتان,هذان,هذه,هذا,0
12350,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] عمال مهرة.",,A,هؤلاء,هاتان,هذان,هذه,هذا,0
12351,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] شجرتان مثمرتان.",,B,هؤلاء,هاتان,هذان,هذه,هذا,0
12352,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] جنود شجعان.",,A,هؤلاء,هاتان,هذان,هذه,هذا,0
12353,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] الطالب مجتهد.",,E,هؤلاء,هاتان,هذان,هذه,هذا,0
12354,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] هذه مدرستي.",,D,هؤلاء,هاتان,هذان,هذه,هذا,0
12355,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] معلمنا.",,E,هؤلاء,هاتان,هذان,هذه,هذا,0
12356,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] سيارتنا الجميلة.",,D,هؤلاء,هاتان,هذان,هذه,هذا,0
12357,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] فراشتان جميلتان.",,B,هؤلاء,هاتان,هذان,هذه,هذا,0
12358,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر اسم الاشارة المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] مدرسة نظيفة.",,D,هؤلاء,هاتان,هذان,هذه,هذا,0
12359,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ضمير المتكلمين",,A,نحن,أنت,أنت,أنا,,0
12360,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ضمير المخاطب المفرد المؤنث",,B,نحن,أنت,أنت,أنا,,0
12361,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ضمير المتكلم المفرد المذكر",,D,نحن,أنت,أنت,أنا,,0
12362,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ضمير المتكلم المفرد المؤنث",,D,نحن,أنت,أنت,أنا,,0
12363,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
ضمير المخاطب المفرد المذكر",,B,نحن,أنت,أنت,أنا,,0
12364,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] باكستانية.",,D,هن,هما,هم,هي,هو,0
12365,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
هؤلاء [فراغ] أَخَوَاتِي.",,A,هن,هما,هم,هي,هو,0
12366,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
هذا خالِدٌ [فراغ] أَخِي.",,E,هن,هما,هم,هي,هو,0
12367,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
أنا خالدٌ و [فراغ] مُحَمَّدٌ.",,E,هن,هما,هم,هي,هو,0
12368,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] مِصْريُّونَ.",,C,هن,هما,هم,هي,هو,0
12369,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] طالِبتانِ.",,B,هن,هما,هم,هي,هو,0
12370,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
هَذِه [فراغ] أُمِّي.",,D,هن,هما,هم,هي,هو,0
12371,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
نَحْنُ طالِبانِ و [فراغ] مُعَلِّمانِ.",,C,هن,هما,هم,هي,هو,0
12372,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
هُمْ رِجالٌ و[فراغ] نِساءٌ.",,A,هن,هما,هم,هي,هو,0
12373,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب لوضعه بدلاً من [فراغ] في الجملة التالية:
[فراغ] طَبِيباتٌ فِي المُسْتَشْفَى.",,A,هن,هما,هم,هي,هو,0
12374,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب الملائم الذي يكمل الجملة التالية
ماذا تريدين يا فاطمةُ؟ [فراغ]",,A,أنت,هن,هما,أنتم,أنا,0
12375,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب الملائم الذي يكمل الجملة التالية
هل ستسافرون غدًا؟ [فراغ]",,D,أنت,هن,هما,أنتم,أنا,0
12376,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب الملائم الذي يكمل الجملة التالية
سأتناول الدواءَ الآنَ. [فراغ]",,E,أنت,هن,هما,أنتم,أنا,0
12377,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب الملائم الذي يكمل الجملة التالية
ماذا يُريدُ؟ [فراغ]",,A,هو,هن,هما,أنتم,أنا,0
12378,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب الملائم الذي يكمل الجملة التالية
الطالبات يَكْتُبْنَ الواجِبَ. [فراغ]",,B,أنت,هن,هما,أنتم,أنا,0
12379,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب الملائم الذي يكمل الجملة التالية
هلْ ساعَدْتُم أُمَّكُم اليَوْمَ؟ [فراغ]",,D,أنت,هن,هما,أنتم,أنا,0
12380,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب الملائم الذي يكمل الجملة التالية
سافَرْتُ إلى بِريطانيا للدِّراسَةِ. [فراغ]",,E,أنت,هن,هما,أنتم,أنا,0
12381,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الضمير المناسب الملائم الذي يكمل الجملة التالية
المُعَلِّمانِ يتعاوَنانِ فِي التَّدْرِيسِ. [فراغ]",,C,أنت,هن,هما,أنتم,أنا,0
12382,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
هل[فراغ] الأصْدِقاءَ اليَوْمَ؟",,B,تنام,قابلت,رأيتم,تحبن,يدرسان,0
12383,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
الأولاد [فراغ] السفرَ إلى مَكَّةَ.",,A,يريدون,قابلت,رأيتم,تحبن,يدرسان,0
12384,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
[فراغ] الطبيبة المريضةَ.",,A,فحصت,قابلت,رأيتم,تحبن,يدرسان,0
12385,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
أخي [فراغ] في تعلم اللغة العربية.",,A,يساعدني,قابلت,رأيتم,تحبن,يدرسان,0
12386,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
متى [فراغ] الواجِبَ يا فاطِمَةُ؟",,A,تكتبين,قابلت,رأيتم,تحبن,يدرسان,0
12387,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
متى [فراغ] ياعليُّ؟",,A,تنام,قابلت,رأيتم,تحبن,يدرسان,0
12388,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
الطَّالِبانِ [فراغ] ِمعًا كُلَّ يَوْمٍ.",,E,تنام,قابلت,رأيتم,تحبن,يدرسان,0
12389,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
هل [فراغ] الوَرْدَ ياسُعادُ؟",,D,تنام,قابلت,رأيتم,تحبن,يدرسان,0
12391,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الفعل ذو الضمير المناسب الذي يمكن وضعه بدلاً من [فراغ] في الجملة التالية
هَل [فراغ] نزول الثَّلْجِ مِنَ السَّماءِ أَمْس؟",,C,تنام,قابلت,رأيتم,تحبن,يدرسان,0
12392,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"أي من الخيارات التالية تكون
الفعل المضارع مع جمع المؤنث الغائبات كتب.",,C,يكتبون .,يكتبان,يكتبن,يكتبن,,0
12393,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"أي من الخيارات التالية تكون
الفعل الماضي مع جمع المذكر الغائبين قرَأَ.",,C,قرأوا,قرأون,قرؤوا,قرؤا,,0
12394,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"بدلاً من كلمة [فراغ] في الجملة التالية اختر الخيار المناسب
الخبر المناسب البنت [فراغ]. جميل.",,B,شعره,شعرها,شعرنا,شعري,,0
12395,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"بدلاً من كلمة [فراغ] في الجملة التالية اختر الخيار المناسب
الفعل المناسب للجملة التالية هيا نقابل الأصدقاء و [فراغ] في الأمر.",,C,نناقش,نناقشكم,نناقشهم,نناقشنا,,0
12396,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"بدلاً من كلمة [فراغ] في الجملة التالية اختر الخيار المناسب
الفعل المناسب للدعاء [فراغ] الله يا صديقيَّ العزيزين.",,C,شفاك,شفاك,شفاكما,شفاكم,,0
12397,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"بدلاً من كلمة [فراغ] في الجملة التالية اختر الخيار المناسب
الفعل المناسب هَلْ [فراغ]. غدًا يا أُمي.",,C,ستسافر,ستسافري,ستسافرين,ستسافرن,,0
12398,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"بدلاً من كلمة [فراغ] في الجملة التالية اختر الخيار المناسب
الفعل المناسب للهُ خيرا يا [فراغ] أبِي.",,A,جزاك,جزاك,جزاكما,جزاكم,,0
12399,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"بدلاً من كلمة [فراغ] في الجملة التالية اختر الخيار المناسب
الاسم المناسب يُسافِرُ [فراغ] النَّاسُ وَيَصْحَبونَ.",,C,أولاده,أولادها,أولادهم,أولادهن,,0
12400,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"بدلاً من كلمة [فراغ] في الجملة التالية اختر الخيار المناسب
الفعل المناسب ينامُ الطَّالِبانِ مبكرًا و [فراغ] مبكرًا.",,A,يستيقظان,يستيقظا,تستيقظان,تستيقظا,,0
12401,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"بدلاً من كلمة [فراغ] في الجملة التالية اختر الخيار المناسب
الفعل المناسب للجملة الأوْلادُ [فراغ]. إلى والِديهم.",,D,نحتاجون,نحتاج,تحتاجون,يحتاجون,,0
12402,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
سَمَك",,C,لحوم,فواكه,خضروات,,,0
12403,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
مَوْز",,B,لحوم,فواكه,خضروات,,,0
12404,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
باذنجان",,A,لحوم,فواكه,خضروات,,,0
12405,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
تُفاح",,A,لحوم,فواكه,خضروات,,,0
12406,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
فُلْفل",,C,لحوم,فواكه,خضروات,,,0
12407,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
دجاج",,B,لحوم,فواكه,خضروات,,,0
12408,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
مُلُوخِيَّة",,B,لحوم,فواكه,خضروات,,,0
12409,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
خَس",,C,لحوم,فواكه,خضروات,,,0
12410,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
بُرتقال",,C,لحوم,فواكه,خضروات,,,0
12411,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
بَطَّة",,A,لحوم,فواكه,خضروات,,,0
12412,https://www.madinaharabic.com/quiz/,,Language,Arabic Language (Grammar),,"أي من الأسماء التاليه تكن صفة القربى للنبي محمد صلى الله عليه وسلم باعتباره
اِبْنُهُ",,D,عبد الله,رقية,حمزة,إبراهيم,علي,0
